UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2012,9,4062726,2072429,1990297,1536002,1465237,301142,293009,32404,31319,101768,102151,5769,5530,95344,93051,1622975,1550280,349855,340610,54207,52731,137010,136427,13018,12334,1582858,1516722,1110903,1054044,276711,269658,17626,17000,96567,97104,3982,3840,77069,75076,1181491,1122966,316970,308949,32312,31450,126256,125880,9392,8977,489571,473575,425099,411193,24431,23351,14778,14319,5201,5047,1787,1690,18275,17975,441484,427314,32885,31661,21895,21281,10754,10547,3626,3357
P,7,2012,10,4045445,2063702,1981743,1530606,1460262,306381,297863,32280,31034,97287,97081,5597,5388,91551,90115,1614106,1542248,353016,344410,53812,52549,130793,129439,12509,12131,1580632,1515119,1110389,1054624,282384,274614,17803,17139,92298,92282,3898,3718,73860,72742,1178022,1121130,320995,313106,32260,31705,120386,119407,9120,8797,483070,466624,420217,405638,23997,23249,14477,13895,4989,4799,1699,1670,17691,17373,436084,421118,32021,31304,21552,20844,10407,10032,3389,3334
P,7,2012,11,4145724,2116386,2029338,1567433,1495010,317710,308238,32421,31536,101133,99903,5600,5540,92089,89111,1651170,1576161,364470,353893,54574,52926,134775,131990,12619,12356,1630154,1559789,1143914,1086074,293609,285104,18222,17609,96164,95198,3949,3804,74296,72000,1211653,1151895,332224,322960,33341,32204,124466,122193,9214,8934,486232,469549,423519,408936,24101,23134,14199,13927,4969,4705,1651,1736,17793,17111,439517,424266,32246,30933,21233,20722,10309,9797,3405,3422
P,7,2012,12,4207661,2151622,2056039,1595126,1515499,327728,316804,33392,32065,99111,97947,5825,5464,90440,88260,1677492,1595477,373526,362313,56006,54013,131383,129166,12684,12196,1664617,1587945,1170558,1107972,303673,293437,18959,18052,94158,93237,4103,3854,73166,71393,1237406,1172891,341610,331156,34449,33196,121397,119429,9309,8931,487005,468094,424568,407527,24055,23367,14433,14013,4953,4710,1722,1610,17274,16867,440086,422586,31916,31157,21557,20817,9986,9737,3375,3265
P,7,2012,13,4136128,2114472,2021656,1574103,1497395,319776,309355,32304,31384,94900,93270,5700,5275,87689,84977,1653774,1574423,363881,352755,54503,53206,126140,123031,12700,11822,1644689,1568211,1164522,1102457,296449,286766,18499,17838,90034,88562,3998,3744,71187,68844,1229441,1165055,333164,322973,34010,33089,116300,113399,9320,8720,469783,453445,409581,394938,23327,22589,13805,13546,4866,4708,1702,1531,16502,16133,424333,409368,30717,29782,20493,20117,9840,9632,3380,3102
P,7,2012,14,4134787,2114017,2020770,1573413,1495373,321915,311345,32291,31441,96261,94880,5640,5326,84497,82405,1649965,1570159,364146,353034,54235,52923,126052,123560,12227,11596,1649856,1574575,1168054,1106219,299082,289273,18452,18063,91569,90195,4043,3783,68656,67042,1230467,1167291,334366,324082,33799,33247,116615,114292,9096,8562,464161,446195,405359,389154,22833,22072,13839,13378,4692,4685,1597,1543,15841,15363,419498,402868,29780,28952,20436,19676,9437,9268,3131,3034
P,7,2012,15,4143157,2116422,2026735,1577943,1502424,321425,311631,32096,30975,97775,96112,5550,5181,81633,80412,1651917,1575053,361513,351754,54010,52717,126755,124154,11997,11527,1655144,1584759,1175075,1116609,298763,290077,18303,17751,93082,91524,3945,3693,65976,65105,1235113,1175544,331958,323428,33622,33061,117386,115064,8847,8541,461278,441976,402868,385815,22662,21554,13793,13224,4693,4588,1605,1488,15657,15307,416804,399509,29555,28326,20388,19656,9369,9090,3150,2986
P,7,2012,16,4173509,2136925,2036584,1596904,1511986,322110,312942,32266,30763,100003,97500,5682,5341,79960,78052,1669257,1582459,360742,351242,54316,52469,128500,125029,12051,11643,1676145,1596730,1193662,1127479,299866,291663,18489,17668,95395,92923,4059,3773,64674,63224,1252384,1184744,331923,323419,33923,32987,119369,116065,8958,8677,460780,439854,403242,384507,22244,21279,13777,13095,4608,4577,1623,1568,15286,14828,416873,397715,28819,27823,20393,19482,9131,8964,3093,2966
P,7,2012,17,4267049,2189186,2077863,1629418,1537648,340809,328453,33032,31526,101827,98042,5748,5597,78352,76597,1699813,1606271,378140,365916,55354,53351,129836,124963,12323,11972,1720857,1634163,1219377,1149829,317899,306632,19089,18162,97009,93528,4102,3954,63381,62058,1276424,1205581,348747,337611,34941,33792,120699,116166,9164,8917,468329,443700,410041,387819,22910,21821,13943,13364,4818,4514,1646,1643,14971,14539,423389,400690,29393,28305,20413,19559,9137,8797,3159,3055
P,7,2012,18,4359301,2239420,2119881,1658841,1560327,358162,344874,33882,32433,106357,100881,5895,5829,76283,75537,1727041,1627723,393563,381007,56462,54861,133896,127444,12557,12300,1764325,1673122,1242090,1169765,334888,322765,19873,18899,101694,96288,4259,4206,61521,61199,1297159,1224464,364039,352695,35971,35062,124900,118641,9432,9221,475095,446759,416751,390562,23274,22109,14009,13534,4663,4593,1636,1623,14762,14338,429882,403259,29524,28312,20491,19799,8996,8803,3125,3079
P,7,2012,19,4435933,2286807,2149126,1690096,1579044,371640,354274,35288,33160,109920,104127,6194,5902,73669,72619,1755648,1643595,405037,388203,57798,55595,136766,129841,12750,12243,1804354,1702912,1266969,1188580,347687,332246,20626,19613,105225,99483,4433,4268,59414,58722,1319915,1240873,375066,360105,36652,35786,128042,121257,9592,9216,482453,446214,423127,390464,23953,22028,14662,13547,4695,4644,1761,1634,14255,13897,435733,402722,29971,28098,21146,19809,8724,8584,3158,3027
P,7,2012,20,4563791,2350811,2212980,1739527,1625711,378990,364645,36945,33973,116493,110162,6580,6102,72276,72387,1803435,1689593,410340,397445,60020,56411,143234,136773,13251,12742,1856768,1759508,1306597,1229928,354563,341213,21565,20305,111580,105314,4643,4416,57820,58332,1357736,1281509,379815,367904,38007,36451,134265,127844,9887,9543,494043,453472,432930,395783,24427,23432,15380,13668,4913,4848,1937,1686,14456,14055,445699,408084,30525,29541,22013,19960,8969,8929,3364,3199
P,7,2012,21,4651870,2386094,2265776,1766445,1663070,380715,372351,37030,33573,125605,119556,7337,6530,68962,70696,1826586,1724784,409796,404227,59150,55425,152243,146337,14295,13384,1893865,1817817,1336591,1273976,355403,347954,21413,20117,120352,114353,5313,4758,54793,56659,1384299,1323418,378560,373674,37048,35705,142973,136983,10768,10176,492229,447959,429854,389094,25312,24397,15617,13456,5253,5203,2024,1772,14169,14037,442287,401366,31236,30553,22102,19720,9270,9354,3527,3208
P,7,2012,22,4648659,2381382,2267277,1769209,1666123,372302,369218,36531,32758,131131,125696,7652,6794,64557,66688,1825511,1724415,398803,398637,57439,53823,156464,150891,14216,13213,1891576,1827589,1340980,1284169,347355,344793,20831,19745,125840,120698,5474,4992,51096,53192,1385462,1330599,368249,368263,35577,34678,147342,142101,10615,10051,489806,439688,428229,381954,24947,24425,15700,13013,5291,4998,2178,1802,13461,13496,440049,393816,30554,30374,21862,19145,9122,8790,3601,3162
P,7,2012,23,4465541,2286646,2178895,1706096,1602374,346043,347150,34817,30913,132778,130193,7382,6515,59530,61750,1757953,1656162,369982,373871,54538,50381,156046,154097,13507,12592,1819191,1763486,1297308,1241094,322498,324053,19541,18583,127806,125304,5361,4848,46677,49604,1337899,1284212,341022,345501,33227,32536,147547,145753,10203,9667,467455,415409,408788,361280,23545,23097,15276,12330,4972,4889,2021,1667,12853,12146,420054,371950,28960,28370,21311,17845,8499,8344,3304,2925
P,7,2012,24,4362797,2230470,2132327,1680421,1581073,322745,326444,34091,30175,129918,129463,7383,6451,55912,58721,1728987,1632282,344649,351495,52580,48780,152225,152401,13289,12305,1763803,1721620,1270976,1223431,300232,303998,18714,17840,125187,124825,5300,4800,43394,46726,1308582,1264174,316950,323713,31296,30998,144079,144390,9898,9468,466667,410707,409445,357642,22513,22446,15377,12335,4731,4638,2083,1651,12518,11995,420405,368108,27699,27782,21284,17782,8146,8011,3391,2837
P,7,2012,25,4291008,2191017,2099991,1662521,1562352,307594,315067,33118,29190,127951,130193,7332,6369,52501,56820,1708119,1611905,328090,339005,50840,47658,148833,152349,12850,11950,1731098,1693212,1257906,1207673,286088,293165,18104,17188,123252,125664,5235,4665,40513,44857,1292941,1246706,301534,311822,30119,30134,140961,144592,9592,9085,459919,406779,404615,354679,21506,21902,15014,12002,4699,4529,2097,1704,11988,11963,415178,365199,26556,27183,20721,17524,7872,7757,3258,2865
P,7,2012,26,4313561,2198173,2115388,1675618,1579019,300476,311460,32834,29271,130535,134838,7425,6434,51285,54366,1720105,1626106,319919,333961,50424,47394,150973,156083,12981,11968,1732460,1706210,1265751,1221604,278692,289576,17348,16962,125910,130397,5253,4835,39506,42836,1299914,1258601,293222,307043,29298,29802,143199,148450,9638,9251,465713,409178,409867,357415,21784,21884,15486,12309,4625,4441,2172,1599,11779,11530,420191,367505,26697,26918,21126,17592,7774,7633,3343,2717
P,7,2012,27,4353898,2210445,2143453,1690091,1600226,297811,311690,32347,29261,133363,142152,7251,6413,49582,53711,1733101,1646844,316215,333167,49620,47456,153270,163474,12667,11942,1741583,1729432,1276752,1238095,276316,289805,17050,16910,128775,137755,5041,4812,37649,42055,1309216,1274466,289778,306139,28586,29730,145556,155972,9277,9218,468862,414021,413339,362131,21495,21885,15297,12351,4588,4397,2210,1601,11933,11656,423885,372378,26437,27028,21034,17726,7714,7502,3390,2724
P,7,2012,28,4219514,2132361,2087153,1631378,1556382,282018,300046,31437,28542,133100,144268,6939,6202,47489,51713,1672357,1601136,299456,320171,48227,46466,152318,165064,12270,11704,1680199,1680948,1232700,1200536,261522,279176,16460,16367,128532,140056,4913,4564,36072,40249,1263645,1235249,274235,294327,27698,28941,144765,157689,9118,8934,452162,406205,398678,355846,20496,20870,14977,12175,4568,4212,2026,1638,11417,11464,408712,365887,25221,25844,20529,17525,7553,7375,3152,2770
P,7,2012,29,4291345,2163186,2128159,1658383,1586668,284220,305202,31975,29102,133779,148963,6957,6380,47872,51844,1699797,1631399,301660,325292,48942,47414,153045,169630,12270,11899,1702647,1712126,1251672,1222692,263743,283258,16631,16603,129244,144626,4945,4718,36412,40229,1282957,1257247,276379,298331,28112,29394,145491,162187,9131,9094,460539,416033,406711,363976,20477,21944,15344,12499,4535,4337,2012,1662,11460,11615,416840,374152,25281,26961,20830,18020,7554,7443,3139,2805
P,7,2012,30,4295470,2159896,2135574,1657640,1591904,282848,306713,31288,28474,134577,151486,6976,6326,46567,50671,1697848,1635518,299659,326565,48226,46670,153118,171356,12253,11741,1699223,1715171,1250725,1223143,262265,285023,16224,15945,130010,147025,4968,4616,35031,39419,1280735,1256926,274337,299985,27546,28779,145495,163876,9117,8939,460673,420403,406915,368761,20583,21690,15064,12529,4567,4461,2008,1710,11536,11252,417113,378592,25322,26580,20680,17891,7623,7480,3136,2802
P,7,2012,31,4252446,2134245,2118201,1642386,1581017,279654,305441,30449,28444,129211,147670,6713,5937,45832,49692,1681790,1623905,296254,325023,47221,46284,147430,166931,11894,11220,1680848,1701487,1241419,1215429,259698,283891,15666,16111,124626,143312,4756,4316,34683,38428,1271037,1248404,271672,298488,26978,28613,139968,159675,8837,8564,453397,416714,400967,365588,19956,21550,14783,12333,4585,4358,1957,1621,11149,11264,410753,375501,24582,26535,20243,17671,7462,7256,3057,2656
P,7,2012,32,4341586,2187139,2154447,1677062,1601605,292778,317281,31474,28805,133315,150945,6985,6224,45525,49587,1716257,1644285,309220,336719,48592,46852,151147,170175,12171,11585,1715760,1728183,1260415,1227127,271904,295368,16108,16265,128590,146556,4859,4596,33884,38271,1289336,1259835,283524,309809,27534,28993,143359,162807,8937,8878,471379,426264,416647,374478,20874,21913,15366,12540,4725,4389,2126,1628,11641,11316,426921,384450,25696,26910,21058,17859,7788,7368,3234,2707
P,7,2012,33,4074758,2043176,2031582,1568742,1510873,270491,298052,28970,26602,126971,144407,6168,5679,41834,45969,1604734,1550336,285498,315824,44685,43503,143340,162305,10933,10594,1613056,1632475,1187817,1160577,251621,277407,15142,14823,122751,140287,4332,4132,31393,35249,1214582,1190652,262311,290398,25686,26633,136495,155425,8082,8066,430120,399107,380925,350296,18870,20645,13828,11779,4220,4120,1836,1547,10441,10720,390152,359684,23187,25426,18999,16870,6845,6880,2851,2528
P,7,2012,34,3996745,2001549,1995196,1542500,1490230,260524,287711,28097,26490,124095,140981,5960,5428,40373,44356,1577085,1528151,274746,304703,43454,43161,140149,158285,10382,10065,1573921,1596929,1162725,1139629,242314,267851,14537,14748,119973,136790,4263,3988,30109,33923,1188223,1168401,252365,280197,24833,26422,133364,151454,7738,7715,427628,398267,379775,350601,18210,19860,13560,11742,4122,4191,1697,1440,10264,10433,388862,359750,22381,24506,18621,16739,6785,6831,2644,2350
P,7,2012,35,3959325,1977100,1982225,1523712,1479701,256047,285597,28118,26220,124494,142243,5903,5464,38826,43000,1557081,1516355,269605,301816,43186,42618,139718,159082,10202,10115,1556132,1584114,1149554,1128206,238534,265982,14745,14923,120245,138172,4165,3965,28889,32866,1174107,1155995,247949,277762,24942,26465,132918,152328,7522,7656,420968,398111,374158,351495,17513,19615,13373,11297,4249,4071,1738,1499,9937,10134,382974,360360,21656,24054,18244,16153,6800,6754,2680,2459
P,7,2012,36,3844839,1920349,1924490,1477297,1436951,246362,274461,27117,25314,126780,142318,5453,5164,37340,40282,1509365,1471197,259036,289459,41686,40934,141624,158171,9668,9453,1507248,1532363,1109309,1089879,229465,255434,14033,14083,122753,138307,3914,3773,27774,30887,1132890,1115910,238170,266321,23869,25154,135217,151711,7236,7217,413101,392127,367988,347072,16897,19027,13084,11231,4027,4011,1539,1391,9566,9395,376475,355287,20866,23138,17817,15780,6407,6460,2432,2236
P,7,2012,37,3967693,1984550,1983143,1530336,1484177,253434,281944,27216,25788,132324,147129,5656,4976,35584,39129,1560569,1517386,265393,296187,41372,41061,146482,162664,9710,9057,1567088,1587957,1156497,1132538,237086,263817,14105,14494,128341,143232,4106,3671,26953,30205,1179142,1157918,245586,274141,23803,25348,140404,156557,7370,6955,417462,395186,373839,351639,16348,18127,13111,11294,3983,3897,1550,1305,8631,8924,381427,359468,19807,22046,17569,15713,6078,6107,2340,2102
P,7,2012,38,3846473,1915624,1930849,1477551,1445154,243316,273640,26434,24824,129439,144966,5070,4881,33814,37384,1506280,1476667,254563,287185,40067,39667,142903,159777,8917,8887,1518583,1548839,1121197,1104234,228262,256387,13770,14150,125830,141304,3700,3606,25824,29158,1142919,1128554,236235,266408,23299,24906,137356,154049,6819,6843,397041,382010,356354,340920,15054,17253,12664,10674,3609,3662,1370,1275,7990,8226,363361,348113,18328,20777,16768,14761,5547,5728,2098,2044
P,7,2012,39,3909552,1940711,1968841,1495339,1472488,250659,282573,26117,25181,129975,146809,5052,4815,33569,36975,1523764,1503626,261509,295844,39875,40107,143401,161460,8831,8718,1550975,1589816,1145259,1134070,235907,265654,13933,14491,126406,143051,3715,3604,25755,28946,1166829,1158180,243609,275489,23636,25456,137997,155671,6776,6775,389736,379025,350080,338418,14752,16919,12184,10690,3569,3758,1337,1211,7814,8029,356935,345446,17900,20355,16239,14651,5404,5789,2055,1943
P,7,2012,40,4089814,2032765,2057049,1577829,1550931,260168,292155,26571,25186,129702,146983,5003,4778,33492,37016,1606054,1582073,270838,305133,40731,40669,142859,161346,8807,8738,1646360,1681592,1230464,1215326,245645,275545,14475,14748,126090,143379,3675,3543,26011,29051,1252113,1239502,253376,285107,24741,26210,137451,155855,6770,6784,386405,375457,347365,335605,14523,16610,12096,10438,3612,3604,1328,1235,7481,7965,353941,342571,17462,20026,15990,14459,5408,5491,2037,1954
P,7,2012,41,4329277,2150620,2178657,1686846,1659959,270442,305875,26979,26100,126971,143927,5018,4850,34364,37946,1715899,1691894,281286,319050,41823,42315,140262,158300,9020,9084,1766634,1804756,1341584,1326170,256000,289162,15128,15400,123326,140342,3679,3625,26917,30057,1364117,1351215,263842,298987,26082,27666,134825,152750,6943,7123,383986,373901,345262,333789,14442,16713,11851,10700,3645,3585,1339,1225,7447,7889,351782,340679,17444,20063,15741,14649,5437,5550,2077,1961
P,7,2012,42,4387979,2188506,2199473,1720844,1683698,273672,303247,27114,25902,127927,144841,5137,4946,33812,36839,1749367,1714483,284268,315907,41911,42010,140742,158795,9191,9158,1801756,1831000,1373292,1354181,258986,287149,14979,15642,124325,141163,3815,3755,26359,29110,1395261,1378270,266640,296584,25878,27792,135348,153127,7167,7229,386750,368473,347552,329517,14686,16098,12135,10260,3602,3678,1322,1191,7453,7729,354106,336213,17628,19323,16033,14218,5394,5668,2024,1929
P,7,2012,43,4161366,2071425,2089941,1636270,1608721,253322,282070,25698,24561,120279,136075,4662,4583,31194,33931,1662660,1637117,262684,293346,39864,39921,132011,148706,8286,8372,1711509,1745429,1312276,1300677,239806,266945,14652,14863,117041,132683,3488,3442,24246,26819,1332586,1322904,246421,275196,25115,26541,127156,143618,6465,6575,359916,344512,323994,308044,13516,15125,11046,9698,3238,3392,1174,1141,6948,7112,330074,314213,16263,18150,14749,13380,4855,5088,1821,1797
P,7,2012,44,4078325,2027818,2050507,1599906,1575455,254679,284179,25006,24039,114387,130087,4505,4423,29335,32324,1624481,1602278,263412,294867,38638,38898,125386,141989,7941,8305,1677220,1714323,1284425,1274385,241176,269358,14198,14832,111286,126928,3332,3320,22803,25500,1303258,1295278,247330,277157,24380,26210,120759,137182,6186,6557,350598,336184,315481,301070,13503,14821,10808,9207,3101,3159,1173,1103,6532,6824,321223,307000,16082,17710,14258,12688,4627,4807,1755,1748
P,7,2012,45,4086535,2025451,2061084,1609521,1596947,252693,284387,24347,24031,105940,119958,4526,4377,28424,31384,1633352,1622992,261063,295012,37863,38778,116332,131018,7951,8044,1690057,1736626,1307212,1306551,240008,269908,14288,15135,102910,116948,3378,3292,22261,24792,1325640,1326865,245921,277690,24482,26465,111872,126477,6264,6374,335394,324458,302309,290396,12685,14479,10059,8896,3030,3010,1148,1085,6163,6592,307712,296127,15142,17322,13381,12313,4460,4541,1687,1670
P,7,2012,46,4166855,2066416,2100439,1637851,1624911,263142,294284,24939,24386,107726,121298,4414,4350,28344,31210,1661324,1650744,271545,304510,38727,39486,117862,132298,7898,8043,1733727,1780397,1338345,1338544,250122,279997,14816,15599,104863,118246,3343,3353,22238,24658,1356489,1358710,256027,287426,25402,27326,113571,127663,6265,6429,332689,320042,299506,286367,13020,14287,10123,8787,2863,3052,1071,997,6106,6552,304835,292034,15518,17084,13325,12160,4291,4635,1633,1614
P,7,2012,47,4422720,2191242,2231478,1744528,1737188,276771,308546,25964,25636,110053,123300,4674,4602,29252,32206,1768887,1763750,285150,319014,40417,41508,120516,134385,8249,8439,1856129,1908187,1442683,1447581,263849,294168,15870,16885,107105,120289,3602,3581,23020,25683,1461585,1468506,269759,301862,26910,29403,116180,129817,6589,6799,335113,323291,301845,289607,12922,14378,10094,8751,2948,3011,1072,1021,6232,6523,307302,295244,15391,17152,13507,12105,4336,4568,1660,1640
P,7,2012,48,4509365,2225286,2284079,1781897,1788701,274014,307663,25709,25670,109977,125548,4419,4446,29270,32051,1806197,1815125,282269,317544,40568,41937,120277,136613,8037,8289,1906453,1970608,1494981,1508043,261439,293569,16100,16959,107246,122751,3416,3463,23271,25823,1514058,1529033,267312,300867,27712,30027,116171,132332,6452,6702,318833,313471,286916,280658,12575,14094,9609,8711,2731,2797,1003,983,5999,6228,292139,286092,14957,16677,12856,11910,4106,4281,1585,1587
P,7,2012,49,4510837,2221718,2289119,1783441,1799805,270180,303792,25241,25250,109842,124234,4217,4336,28797,31702,1807375,1825794,278040,313689,39922,41599,120012,134891,7668,8088,1919004,1988534,1510740,1530757,258394,290504,16111,16906,107185,121394,3284,3421,23290,25552,1529889,1551446,264046,297810,27803,30046,116101,130591,6255,6585,302714,300585,272701,269048,11786,13288,9130,8344,2657,2840,933,915,5507,6150,277486,274348,13994,15879,12119,11553,3911,4300,1413,1503
P,7,2012,50,4505947,2216579,2289368,1792706,1814349,266574,301049,24560,25112,100113,113315,4321,4330,28305,31213,1816322,1839899,274133,310778,39124,41500,110062,123682,7802,8051,1926067,2000323,1530871,1555393,255286,288563,15919,17001,97638,110620,3447,3420,22906,25326,1549792,1575897,260717,295773,27592,30327,106316,119594,6401,6545,290512,289045,261835,258956,11288,12486,8641,8111,2475,2695,874,910,5399,5887,266530,264002,13416,15005,11532,11173,3746,4088,1401,1506
