UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2019,9,4061874,2073148,1988726,1492003,1425458,310984,302328,32944,32102,111378,106865,6026,5869,119813,116104,1602333,1532146,375099,365051,57462,56127,155395,149043,14607,14098,1532072,1467085,1027929,978067,282221,274508,17300,17132,105539,101315,4091,3956,94992,92107,1115795,1063065,333828,324882,33119,32805,142048,136383,10393,9945,541076,521641,464074,447391,28763,27820,15644,14970,5839,5550,1935,1913,24821,23997,486538,469081,41271,40169,24343,23322,13347,12660,4214,4153
P,7,2019,10,4060940,2071778,1989162,1490759,1424502,313808,306160,33000,31964,110831,107165,6189,6126,117191,113245,1598313,1528600,376796,367689,56998,54726,153666,148126,14512,14191,1536867,1474098,1032822,983820,284609,277729,17386,16938,104744,101388,4161,4133,93145,90090,1118701,1067026,335515,327545,32920,31600,140363,135553,10288,10071,534911,515064,457937,440682,29199,28431,15614,15026,6087,5777,2028,1993,24046,23155,479612,461574,41281,40144,24078,23126,13303,12573,4224,4120
P,7,2019,11,4189261,2138037,2051224,1541354,1471375,323720,316014,34341,33057,114789,110802,6435,6156,117398,113820,1649024,1575754,386755,378160,58287,56289,157654,151667,15022,14145,1584945,1520958,1066212,1016549,293910,287241,18017,17573,108853,105008,4356,4094,93597,90493,1152411,1099856,345107,337614,33589,32519,144609,138995,10656,9983,553092,530266,475142,454826,29810,28773,16324,15484,5936,5794,2079,2062,23801,23327,496613,475898,41648,40546,24698,23770,13045,12672,4366,4162
P,7,2019,12,4208387,2149819,2058568,1556594,1485292,324742,314523,34912,33272,113374,108731,6380,6255,113817,110495,1661010,1586440,385601,374179,58552,56299,154945,148509,14689,14286,1596553,1527375,1080935,1028094,295280,286414,18053,17718,107334,103068,4341,4194,90610,87887,1164446,1108850,344588,334886,33450,32588,141892,136218,10464,10090,553266,531193,475659,457198,29462,28109,16859,15554,6040,5663,2039,2061,23207,22608,496564,477590,41013,39293,25102,23711,13053,12291,4225,4196
P,7,2019,13,4175221,2132987,2042234,1555151,1480320,315879,308869,34185,32837,112172,109108,6269,6055,109331,105045,1655371,1576591,373480,364763,57361,54983,152471,147383,14240,13644,1590440,1521511,1086624,1030773,287811,281571,18044,17557,106366,103740,4249,4105,87346,83765,1166980,1107834,334711,327139,33153,31933,140137,135663,10160,9671,542547,520723,468527,449547,28068,27298,16141,15280,5806,5368,2020,1950,21985,21280,488391,468757,38769,37624,24208,23050,12334,11720,4080,3973
P,7,2019,14,4164459,2125640,2038819,1555244,1481914,312277,303607,33799,32888,113334,112596,6270,6091,104716,101723,1651026,1574765,366762,357021,56646,54844,152147,149895,13890,13453,1593336,1528424,1094695,1040467,285020,277225,17986,17557,107739,107332,4291,4259,83605,81584,1171478,1115175,329299,320924,32882,31902,140330,138757,9932,9773,532304,510395,460549,441447,27257,26382,15813,15331,5595,5264,1979,1832,21111,20139,479548,459590,37463,36097,23764,22942,11817,11138,3958,3680
P,7,2019,15,4175459,2129720,2045739,1565525,1493313,309995,301975,32992,32195,114019,114017,6098,5814,101091,98425,1657985,1583301,361874,353055,55363,53967,151701,150300,13552,13043,1609597,1543507,1114196,1057624,283729,276619,17883,17278,108547,108870,4263,4045,80979,79071,1188563,1130139,326036,318453,32683,31850,140237,139416,9835,9399,520123,502232,451329,435689,26266,25356,15109,14917,5472,5147,1835,1769,20112,19354,469422,453162,35838,34602,22680,22117,11464,10884,3717,3644
P,7,2019,16,4150420,2116165,2034255,1558175,1487299,308407,300890,32746,31587,114373,114557,6074,5819,96390,94103,1646067,1573256,357661,348988,54734,53173,150058,149340,13386,12690,1604425,1539114,1113584,1056787,282580,276339,17601,16980,109036,109392,4230,4093,77394,75523,1184409,1126048,322835,315672,32255,31414,139121,138635,9699,9299,511740,495141,444591,430512,25827,24551,15145,14607,5337,5165,1844,1726,18996,18580,461658,447208,34826,33316,22479,21759,10937,10705,3687,3391
P,7,2019,17,4142427,2112555,2029872,1555158,1483571,314282,306410,32631,31348,111866,111616,5881,5675,92737,91252,1639694,1566526,361498,353490,54365,53032,145900,144560,12877,12491,1605178,1540717,1113580,1057826,288716,281825,17760,17127,106716,106708,4140,3960,74266,73271,1181512,1124726,327331,320373,32179,31687,135281,134380,9438,9114,507377,489155,441578,425745,25566,24585,14871,14221,5150,4908,1741,1715,18471,17981,458182,441800,34167,33117,22186,21345,10619,10180,3439,3377
P,7,2019,18,4256366,2172787,2083579,1594944,1519833,326178,317413,32873,31916,119304,118084,5894,5818,93594,90515,1679989,1602188,373599,363689,55265,53526,153719,150897,13009,12746,1659785,1590626,1147869,1090043,300425,292976,18166,17619,114167,113269,4213,4036,74945,72683,1216099,1156388,339074,330914,33256,32202,143188,140942,9567,9275,513002,492953,447075,429790,25753,24437,14707,14297,5137,4815,1681,1782,18649,17832,463890,445800,34525,32775,22009,21324,10531,9955,3442,3471
P,7,2019,19,4337962,2220974,2116988,1629664,1542284,337749,326723,33986,32470,121070,119813,6189,5802,92316,89896,1713625,1623661,384306,372922,56902,54678,154365,151907,13199,12663,1703826,1624451,1178450,1112977,311941,302063,18926,18069,115921,114979,4443,4136,74145,72227,1246039,1178534,349979,339869,34431,33222,144132,141992,9793,9341,517148,492537,451214,429307,25808,24660,15060,14401,5149,4834,1746,1666,18171,17669,467586,445127,34327,33053,22471,21456,10233,9915,3406,3322
P,7,2019,20,4283612,2195085,2088527,1615123,1526247,331052,319934,32972,31837,119782,118088,6125,5638,90031,86783,1696791,1604815,376049,364089,55567,53930,152293,148830,13350,12322,1692125,1609547,1176202,1108542,305887,296022,18478,17876,114692,113257,4361,4051,72505,69799,1242143,1171875,342769,332351,34045,33138,142168,139012,9897,9162,502960,478980,438921,417705,25165,23912,14494,13961,5090,4831,1764,1587,17526,16984,454648,432940,33280,31738,21522,20792,10125,9818,3453,3160
P,7,2019,21,4294498,2201191,2093307,1616571,1525802,333554,322448,33036,31936,124706,122971,6161,5725,87163,84425,1695387,1602310,376792,364973,55447,53731,155976,152756,13003,12160,1702618,1620721,1180819,1113123,308918,299015,18414,18123,119775,118190,4471,4123,70221,68147,1244451,1175046,344429,333987,33850,33339,146233,143331,9764,9060,498573,472586,435752,412679,24636,23433,14622,13813,4931,4781,1690,1602,16942,16278,450936,427264,32363,30986,21597,20392,9743,9425,3239,3100
P,7,2019,22,4314671,2209035,2105636,1620636,1533987,332962,323020,32890,31437,131803,128984,6158,5606,84586,82602,1697130,1608480,374158,364038,55379,53533,162358,158215,12880,12131,1713059,1636528,1187247,1123974,308544,300117,18251,17793,126870,124268,4439,4074,67708,66302,1248647,1183831,341994,333644,33732,33138,152672,148930,9598,9087,495976,469108,433389,410013,24418,22903,14639,13644,4933,4716,1719,1532,16878,16300,448483,424649,32164,30394,21647,20395,9686,9285,3282,3044
P,7,2019,23,4356976,2234982,2121994,1639181,1544553,333563,324271,33013,31231,139601,135825,6372,5900,83252,80214,1714323,1616804,373445,363428,55829,53276,169733,164586,13066,12414,1739695,1654180,1205636,1135068,309510,301638,18484,17668,134780,131087,4621,4265,66664,64454,1265912,1193235,341898,333563,34239,33027,160308,155403,9824,9368,495287,467814,433545,409485,24053,22633,14529,13563,4821,4738,1751,1635,16588,15760,448411,423569,31547,29865,21590,20249,9425,9183,3242,3046
P,7,2019,24,4459176,2289979,2169197,1671295,1571284,351714,339488,33591,32039,144941,141216,6621,6245,81817,78925,1744641,1641866,390333,377819,56835,54236,174592,169481,13526,12863,1787453,1696893,1231245,1157889,326909,316295,19039,18201,139935,136532,4846,4538,65479,63438,1289939,1214705,358129,347460,35321,33909,165168,160439,10204,9728,502526,472304,440050,413395,24805,23193,14552,13838,5006,4684,1775,1707,16338,15487,454702,427161,32204,30359,21514,20327,9424,9042,3322,3135
P,7,2019,25,4552329,2337155,2215174,1698093,1594889,367824,355448,34224,32887,150854,147640,6674,6441,79486,77869,1768942,1664238,404389,392430,57557,55715,180033,175582,13735,13125,1828758,1739371,1252047,1178305,342676,331941,19716,18896,146004,142876,4946,4749,63369,62604,1308524,1234085,372073,362038,36063,35145,170747,166546,10452,9963,508397,475803,446046,416584,25148,23507,14508,13991,4850,4764,1728,1692,16117,15265,460418,430153,32316,30392,21494,20570,9286,9036,3283,3162
P,7,2019,26,4623673,2376516,2247157,1722865,1613759,379855,364415,35579,33623,154988,154057,6895,6458,76334,74845,1790695,1680136,414174,399161,58669,56310,183292,181151,13714,13066,1863874,1771809,1273197,1197192,354102,340956,20483,19615,150171,149238,5055,4753,60866,60055,1327304,1250474,381527,368968,36675,35750,174359,172352,10437,9936,512642,475348,449668,416567,25753,23459,15096,14008,4817,4819,1840,1705,15468,14790,463391,429662,32647,30193,21994,20560,8933,8799,3277,3130
P,7,2019,27,4745177,2430886,2314291,1763936,1660465,385861,374985,37009,34340,161999,163398,7165,6600,74916,74503,1830033,1726083,418195,408575,60460,56983,190285,191383,14151,13429,1910380,1832342,1307770,1239148,359802,350141,21315,20222,157011,158370,5184,4855,59298,59606,1360035,1291687,385189,376972,37766,36338,181167,182221,10699,10143,520506,481949,456166,421317,26059,24844,15694,14118,4988,5028,1981,1745,15618,14897,469998,434396,33006,31603,22694,20645,9118,9162,3452,3286
P,7,2019,28,4829082,2460543,2368539,1787256,1697677,387230,383087,36994,33841,169919,174190,7877,7025,71267,72719,1849220,1761064,417259,415730,59302,55825,198058,202333,15046,14050,1943812,1892837,1336049,1283718,360372,357217,21076,20015,164577,168789,5770,5218,55968,57880,1384529,1334070,383641,383077,36535,35501,188615,192730,11404,10809,516731,475702,451207,413959,26858,25870,15918,13826,5342,5401,2107,1807,15299,14839,464691,426994,33618,32653,22767,20324,9443,9603,3642,3241
P,7,2019,29,4815668,2447897,2367771,1786119,1700112,378372,379932,36323,33048,172700,178829,8005,7146,66378,68704,1843990,1760113,405572,410073,57047,54252,199439,205388,14714,13749,1935791,1901086,1338364,1294075,351965,353971,20379,19631,167343,173642,5765,5331,51975,54436,1383490,1341476,372836,377546,34694,34466,190212,196382,11045,10583,512106,466685,447755,406037,26407,25961,15944,13417,5357,5187,2240,1815,14403,14268,460500,418637,32736,32527,22353,19786,9227,9006,3669,3166
P,7,2019,30,4623240,2348452,2274788,1721203,1634622,352217,358198,34708,31096,171345,180303,7691,6794,61288,63775,1774582,1690126,376892,385658,54278,50694,195954,205559,13879,13044,1860382,1833475,1294429,1250341,327181,333588,19179,18397,166343,175212,5662,5122,47588,50815,1335724,1294400,345700,355161,32500,32258,187416,196952,10597,10111,488070,441313,426774,384281,25036,24610,15529,12699,5002,5091,2029,1672,13700,12960,438858,395726,31192,30497,21778,18436,8538,8607,3282,2933
P,7,2019,31,4510714,2288583,2222131,1693178,1611030,329424,337256,33926,30409,166591,176249,7591,6753,57873,60434,1743361,1663673,352072,363039,52345,49148,190380,200227,13708,12750,1802775,1786752,1267055,1231499,305532,313325,18375,17702,161774,171459,5496,5092,44543,47675,1305494,1272957,322293,333158,30678,30781,182133,192023,10309,9906,485808,435379,426123,379531,23892,23931,15551,12707,4817,4790,2095,1661,13330,12759,437867,390716,29779,29881,21667,18367,8247,8204,3399,2844
P,7,2019,32,4429373,2246678,2182695,1674213,1589872,314603,325179,32758,29375,163407,173319,7470,6678,54227,58272,1721293,1640655,335783,349761,50432,47994,185560,196333,13095,12361,1768959,1752608,1254098,1214480,291649,301896,17642,17049,158629,168681,5360,4943,41581,45559,1289964,1254044,307181,320595,29485,29914,177604,188430,9864,9459,477719,430087,420115,375392,22954,23283,15116,12326,4778,4638,2110,1735,12646,12713,431329,386611,28602,29166,20947,18080,7956,7903,3231,2902
P,7,2019,33,4440533,2249723,2190810,1685939,1603999,307104,320768,32547,29411,163818,174161,7589,6762,52726,55709,1731618,1652238,327134,343827,49989,47636,185397,196210,13303,12403,1767571,1759468,1261653,1226823,284051,297612,16999,16804,159089,169634,5422,5116,40357,43479,1296431,1264295,298625,315098,28679,29554,177521,188446,9969,9642,482152,431342,424286,377176,23053,23156,15548,12607,4729,4527,2167,1646,12369,12230,435187,387943,28509,28729,21310,18082,7876,7764,3334,2761
P,7,2019,34,4467220,2255351,2211869,1696661,1622766,304041,320268,31900,29435,164366,177608,7486,6722,50897,55070,1740738,1670539,322989,342356,49110,47749,185225,199726,13074,12363,1771482,1776626,1270173,1241886,281438,297063,16544,16758,159694,173114,5293,5089,38340,42716,1303116,1278763,294896,313431,27871,29507,177427,192089,9706,9597,483869,435243,426488,380880,22603,23205,15356,12677,4672,4494,2193,1633,12557,12354,437622,391776,28093,28925,21239,18242,7798,7637,3368,2766
P,7,2019,35,4322466,2173291,2149175,1636635,1576987,287783,308232,31087,28706,162151,175747,7177,6520,48458,52983,1678522,1622868,305649,328889,47728,46702,182132,197321,12473,12096,1707284,1722779,1225628,1203362,266289,286037,16111,16207,157542,171442,5138,4857,36576,40874,1257031,1238579,278982,301203,27138,28688,174527,189818,9316,9303,466007,426396,411007,373625,21494,22195,14976,12499,4609,4305,2039,1663,11882,12109,421491,384289,26667,27686,20590,18014,7605,7503,3157,2793
P,7,2019,36,4378853,2196916,2181937,1659711,1604000,289471,312684,31508,29205,160181,176221,7243,6725,48802,53102,1701925,1649806,307323,333306,48364,47618,180169,197642,12617,12347,1725220,1747349,1243158,1223704,268042,289543,16186,16412,155638,171780,5214,5033,36982,40877,1274885,1258766,280699,304650,27531,29147,172631,190058,9482,9506,471696,434588,416553,380296,21429,23141,15322,12793,4543,4441,2029,1692,11820,12225,427040,391040,26624,28656,20833,18471,7538,7584,3135,2841
P,7,2019,37,4367169,2186312,2180857,1655731,1605641,287166,313098,30885,28451,157896,175318,7283,6620,47351,51729,1696636,1650173,304375,333412,47710,46671,177020,195870,12567,12113,1716524,1744017,1240958,1222338,265673,290359,15912,15712,153307,170764,5223,4888,35451,39956,1271314,1256543,277756,305338,27077,28445,169383,188270,9395,9284,469788,436840,414773,383303,21493,22739,14973,12739,4589,4554,2060,1732,11900,11773,425322,393630,26619,28074,20633,18226,7637,7600,3172,2829
P,7,2019,38,4310848,2153965,2156883,1637798,1591737,283192,311013,29944,28411,149554,168927,7016,6195,46461,50600,1677729,1635404,300125,330983,46590,46288,168276,188763,12211,11557,1693106,1725597,1230439,1213353,262461,288421,15268,15908,144965,164493,5008,4551,34965,38871,1260252,1246666,274390,303012,26428,28320,160819,181422,9108,8878,460859,431286,407359,378384,20731,22592,14676,12503,4589,4434,2008,1644,11496,11729,417477,388738,25735,27971,20162,17968,7457,7341,3103,2679
P,7,2019,39,4386881,2199432,2187449,1669295,1609741,294845,321854,30903,28697,151146,170321,7153,6431,46090,50405,1709047,1653120,311589,341689,47929,46772,169407,190034,12337,11851,1722344,1748346,1247834,1224027,273280,298994,15652,16033,146476,165857,4988,4793,34114,38642,1276995,1257016,284836,313436,26926,28681,161699,182573,9083,9140,477088,439103,421461,385714,21565,22860,15251,12664,4670,4464,2165,1638,11976,11763,432052,396104,26753,28253,21003,18091,7708,7461,3254,2711
P,7,2019,40,4109263,2050113,2059150,1559019,1516272,271582,301769,28367,26477,142429,162214,6281,5836,42435,46582,1595537,1556299,286897,319825,43980,43375,159272,180487,11092,10770,1615456,1648910,1174387,1156265,252063,280263,14692,14598,138272,158041,4423,4287,31619,35456,1201335,1186516,262689,293190,25062,26306,152482,173540,8223,8242,434657,410240,384632,360007,19519,21506,13675,11879,4157,4173,1858,1549,10816,11126,394202,369783,24208,26635,18918,17069,6790,6947,2869,2528
P,7,2019,41,4023734,2004566,2019168,1531939,1493650,261066,291108,27535,26346,137264,157632,6022,5536,40740,44896,1566873,1532048,275554,308374,42734,42976,153573,175266,10421,10209,1573525,1610734,1149435,1134276,242307,270365,14134,14522,133184,153386,4313,4098,30152,34087,1174977,1163174,252264,282657,24231,26079,146839,168371,7781,7865,431041,408434,382504,359374,18759,20743,13401,11824,4080,4246,1709,1438,10588,10809,391896,368874,23290,25717,18503,16897,6734,6895,2640,2344
P,7,2019,42,3977689,1975165,2002524,1510846,1481471,255857,288300,27532,26036,135981,157702,5860,5575,39089,43440,1544469,1518526,269664,304786,42410,42422,151411,174762,10171,10235,1551685,1595179,1134799,1122105,237772,267803,14329,14692,131765,153578,4134,4076,28886,32925,1159349,1149940,247102,279514,24343,26132,144663,167943,7510,7782,423480,407345,376047,359366,18085,20497,13203,11344,4216,4124,1726,1499,10203,10515,385120,368586,22562,25272,18067,16290,6748,6819,2661,2453
P,7,2019,43,3856643,1915604,1941039,1463101,1436974,246330,276751,26541,25081,136705,156334,5439,5236,37488,40663,1495361,1471586,259178,292014,40948,40655,151659,172369,9617,9530,1501379,1540820,1094638,1083151,228846,256847,13643,13848,132697,152239,3902,3847,27653,30888,1118151,1109192,237419,267663,23296,24790,145291,165807,7201,7299,414225,400219,368463,353823,17484,19904,12898,11233,4008,4095,1537,1389,9835,9775,377210,362394,21759,24351,17652,15865,6368,6562,2416,2231
P,7,2019,44,3969563,1975126,1994437,1513168,1481283,252813,283489,26602,25526,141269,159597,5674,5066,35600,39476,1543474,1514827,264893,297972,40613,40738,155460,175301,9672,9163,1558020,1592578,1140273,1124287,235884,264511,13712,14235,137293,155631,4124,3752,26734,30162,1162766,1149634,244233,274739,23259,24949,149397,169102,7345,7052,417106,401859,372895,356996,16929,18978,12890,11291,3976,3966,1550,1314,8866,9314,380708,365193,20660,23233,17354,15789,6063,6199,2327,2111
P,7,2019,45,3839989,1902325,1937664,1457935,1439846,241900,274483,25806,24589,137741,156059,5130,4951,33813,37736,1486705,1471707,253282,288297,39217,39385,151261,171011,8959,8951,1507193,1550259,1103927,1094841,226298,256414,13350,13890,134189,152326,3789,3666,25640,29122,1125512,1119142,234161,266362,22677,24508,145793,165196,6900,6903,395132,387405,354008,345005,15602,18069,12456,10699,3552,3733,1341,1285,8173,8614,361193,352565,19121,21935,16540,14877,5468,5815,2059,2048
P,7,2019,46,3891240,1920940,1970300,1471728,1464436,247872,282313,25404,24937,137372,156543,5101,4868,33463,37203,1500091,1495826,258776,295791,38894,39777,150851,171283,8858,8764,1534696,1586957,1125361,1122875,232704,264626,13446,14215,133847,152753,3791,3644,25547,28844,1146775,1146927,240256,274363,22921,25034,145514,165453,6837,6813,386244,383343,346367,341561,15168,17687,11958,10722,3525,3790,1310,1224,7916,8359,353316,348899,18520,21428,15973,14743,5337,5830,2021,1951
P,7,2019,47,4059613,2006576,2053037,1550121,1539665,256114,290964,25860,24919,136178,155446,5041,4836,33262,37207,1578190,1571010,266768,304110,39725,40286,149350,169938,8801,8797,1624644,1674499,1207274,1201942,241303,273693,13977,14462,132607,151836,3734,3596,25749,28970,1228734,1226061,248882,283159,24008,25765,144012,164435,6791,6843,381932,378538,342847,337723,14811,17271,11883,10457,3571,3610,1307,1240,7513,8237,349456,344949,17886,20951,15717,14521,5338,5503,2010,1954
P,7,2019,48,4283964,2115736,2168228,1652939,1644402,264855,303528,26155,25762,132681,151461,5041,4935,34065,38140,1681781,1676537,275677,316860,40688,41838,145938,165994,8988,9167,1737212,1792321,1313125,1309449,250161,286243,14551,15068,129104,147854,3717,3703,26554,30004,1335382,1334464,257838,295971,25227,27167,140593,160418,6935,7201,378524,375907,339814,334953,14694,17285,11604,10694,3577,3607,1324,1232,7511,8136,346399,342073,17839,20889,15461,14671,5345,5576,2053,1966
P,7,2019,49,4330861,2146668,2184193,1681889,1664649,267102,300390,26231,25509,132798,151699,5178,5061,33470,36885,1710166,1695513,277651,313135,40697,41432,145559,165763,9181,9262,1766436,1814769,1340719,1334835,252232,283791,14371,15274,129259,148031,3879,3856,25976,28982,1362398,1358841,259717,293111,24987,27228,140254,160110,7187,7327,380232,369424,341170,329814,14870,16599,11860,10235,3539,3668,1299,1205,7494,7903,347768,336672,17934,20024,15710,14204,5305,5653,1994,1935
P,7,2019,50,4097416,2026120,2071296,1594894,1587668,246423,278625,24827,24077,124448,142316,4703,4722,30825,33888,1620992,1616066,255728,289930,38614,39228,136175,155028,8265,8492,1673488,1726734,1278007,1279994,232729,263105,14054,14466,121271,138953,3532,3565,23895,26651,1298036,1302102,239189,271225,24228,25939,131412,149978,6456,6684,352632,344562,316887,307674,13694,15520,10773,9611,3177,3363,1171,1157,6930,7237,322956,313964,16539,18705,14386,13289,4763,5050,1809,1808
