UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2020,9,4075653,2084707,1990946,1509244,1436988,311204,302306,32519,31439,107482,101965,5718,5442,118540,112806,1618245,1540635,374143,362545,57150,55031,151239,143298,14420,13633,1537654,1463866,1034931,980737,284463,275955,17915,17053,102342,97033,3998,3790,94005,89298,1121725,1063111,335123,324349,33949,32385,138684,131342,10365,9751,547053,527080,474313,456251,26741,26351,14604,14386,5140,4932,1720,1652,24535,23508,496520,477524,39020,38196,23201,22646,12555,11956,4055,3882
P,7,2020,10,4071686,2078098,1993588,1494744,1428175,311886,303232,32996,32132,112515,107900,6045,5905,119912,116244,1605160,1534985,376075,366034,57523,56186,156566,150131,14627,14143,1534227,1469283,1028197,978391,282944,275304,17303,17127,106668,102338,4111,3986,95004,92137,1116066,1063407,334552,325672,33111,32792,143205,137450,10413,9982,543871,524305,466547,449784,28942,27928,15693,15005,5847,5562,1934,1919,24908,24107,489094,471578,41523,40362,24412,23394,13361,12681,4214,4161
P,7,2020,11,4070491,2076581,1993910,1493262,1427153,314786,307039,33051,31979,111933,108234,6226,6155,117323,113350,1600935,1531343,377868,368622,57077,54751,154799,149243,14551,14230,1538971,1476329,1033014,984163,285392,278500,17384,16935,105840,102447,4185,4154,93156,90130,1118899,1067398,336294,328322,32913,31589,141483,136658,10314,10101,537610,517581,460248,442990,29394,28539,15667,15044,6093,5787,2041,2001,24167,23220,482036,463945,41574,40300,24164,23162,13316,12585,4237,4129
P,7,2020,12,4198825,2142867,2055958,1543889,1473923,324689,316993,34383,33077,115892,111876,6475,6188,117539,113901,1651688,1578369,387811,379181,58359,56321,158801,152783,15065,14182,1587029,1523150,1066333,1016807,294723,288065,18013,17568,109948,106070,4386,4117,93626,90523,1152552,1100134,345923,338437,33579,32509,145743,140098,10690,10010,555838,532808,477556,457116,29966,28928,16370,15509,5944,5806,2089,2071,23913,23378,499136,478235,41888,40744,24780,23812,13058,12685,4375,4172
P,7,2020,13,4218675,2154910,2063765,1559322,1488058,325682,315584,34965,33290,114545,109953,6424,6301,113972,110579,1663874,1589280,386628,375287,58636,56327,156171,149769,14745,14335,1598774,1529750,1081135,1028340,296057,287270,18062,17717,108491,104276,4381,4232,90648,87915,1164671,1109117,345361,335742,33450,32584,143103,137460,10516,10131,556136,534015,478187,459718,29625,28314,16903,15573,6054,5677,2043,2069,23324,22664,499203,480163,41267,39545,25186,23743,13068,12309,4229,4204
P,7,2020,14,4186233,2138457,2047776,1558059,1483203,316820,309905,34230,32857,113551,110540,6330,6087,109467,105184,1658398,1579592,374504,365874,57435,55036,153896,148872,14308,13679,1592803,1524102,1086813,1031022,288546,282427,18047,17549,107730,105164,4299,4133,87368,83807,1167181,1108112,335444,327995,33151,31927,141538,137136,10215,9704,545654,523674,471246,452181,28274,27478,16183,15308,5821,5376,2031,1954,22099,21377,491217,471480,39060,37879,24284,23109,12358,11736,4093,3975
P,7,2020,15,4177019,2131957,2045062,1558554,1485038,313333,304700,33850,32938,115064,114402,6326,6118,104830,101866,1654438,1578014,367874,358197,56720,54917,153922,151755,13954,13492,1596180,1531528,1094938,1040800,285844,278150,17976,17550,109455,109121,4340,4283,83627,81624,1171734,1115536,330114,321849,32863,31891,142084,140592,9988,9807,535777,513534,463616,444238,27489,26550,15874,15388,5609,5281,1986,1835,21203,20242,482704,462478,37760,36348,23857,23026,11838,11163,3966,3685
P,7,2020,16,4189878,2137140,2052738,1569505,1496679,311170,303243,33051,32270,116049,116082,6130,5849,101235,98615,1662097,1586832,363129,354407,55450,54080,153777,152455,13593,13092,1612967,1547160,1114604,1058040,284657,277704,17867,17280,110546,110907,4292,4076,81001,79153,1188988,1130619,326955,319543,32658,31855,142277,141534,9870,9443,524173,505578,454901,438639,26513,25539,15184,14990,5503,5175,1838,1773,20234,19462,473109,456213,36174,34864,22792,22225,11500,10921,3723,3649
P,7,2020,17,4168575,2125586,2042989,1563001,1491156,309680,302340,32825,31666,117349,117627,6098,5857,96633,94343,1651099,1577316,359038,350530,54847,53283,153162,152561,13434,12746,1609212,1544413,1114309,1057569,283582,277614,17581,16990,111982,112445,4251,4121,77507,75674,1185219,1126950,323843,316969,32227,31428,142191,141832,9743,9343,516374,498576,448692,433587,26098,24726,15244,14676,5367,5182,1847,1736,19126,18669,465880,450366,35195,33561,22620,21855,10971,10729,3691,3403
P,7,2020,18,4164598,2124229,2040369,1560375,1487602,315667,307918,32740,31420,116341,116139,5933,5716,93173,91574,1645283,1570822,363031,355121,54532,53143,150643,149278,12966,12566,1612047,1547601,1114585,1058653,289832,283132,17742,17138,111164,111217,4188,3996,74536,73465,1182730,1125698,328476,321709,32166,31698,139986,139075,9522,9182,512182,492768,445790,428949,25835,24786,14998,14282,5177,4922,1745,1720,18637,18109,462553,445124,34555,33412,22366,21445,10657,10203,3444,3384
P,7,2020,19,4283696,2189117,2094579,1603720,1524224,328324,319159,33049,31974,123915,122496,6023,5898,94086,90828,1689176,1606850,375925,365567,55522,53629,158623,155473,13184,12854,1670684,1597807,1151829,1091053,302322,294509,18200,17625,118741,117667,4324,4105,75268,72848,1220307,1157528,341030,332466,33314,32212,148043,145495,9723,9368,518433,496772,451891,433171,26002,24650,14849,14349,5174,4829,1699,1793,18818,17980,468869,449322,34895,33101,22208,21417,10580,9978,3461,3486
P,7,2020,20,4361867,2235320,2126547,1637810,1546413,339618,328260,34114,32522,124731,123343,6306,5884,92741,90125,1722118,1627990,386328,374567,57133,54769,158223,155539,13386,12761,1713062,1630392,1182064,1113868,313597,303429,18930,18075,119542,118495,4526,4204,74403,72321,1249842,1179498,351670,341241,34485,33225,147941,145603,9942,9424,522258,496155,455746,432545,26021,24831,15184,14447,5189,4848,1780,1680,18338,17804,472276,448492,34658,33326,22648,21544,10282,9936,3444,3337
P,7,2020,21,4303639,2205775,2097864,1619986,1529862,332300,321333,33032,31905,123899,122007,6239,5704,90319,87053,1701919,1608654,377448,365619,55687,54052,156534,152883,13473,12414,1698704,1615508,1177425,1109167,306944,297246,18455,17883,118782,117160,4454,4113,72644,69939,1243492,1172601,343871,333611,34020,33159,146379,143039,9998,9249,507071,482356,442561,420695,25356,24087,14577,14022,5117,4847,1785,1591,17675,17114,458427,436053,33577,32008,21667,20893,10155,9844,3475,3165
P,7,2020,22,4315242,2211078,2104164,1619055,1529396,334580,323712,33082,31995,130722,128574,6238,5799,87401,84688,1698066,1606125,377921,366343,55571,53828,162065,158507,13110,12250,1708913,1628069,1180210,1113600,309708,300106,18381,18123,125779,123780,4525,4191,70310,68269,1243901,1175610,345206,335084,33855,33332,152304,149059,9845,9141,502165,476095,438845,415796,24872,23606,14701,13872,4943,4794,1713,1608,17091,16419,454165,430515,32715,31259,21716,20496,9761,9448,3265,3109
P,7,2020,23,4336359,2218819,2117540,1622635,1537902,333932,324108,32917,31488,138152,135504,6276,5693,84907,82845,1699387,1612582,375271,365215,55489,53611,168857,164888,13031,12257,1719609,1644748,1186458,1124583,309311,301021,18225,17790,133203,130773,4548,4146,67864,66435,1247957,1184526,342776,334551,33743,33136,159142,155578,9737,9196,499210,472792,436177,413319,24621,23087,14692,13698,4949,4731,1728,1547,17043,16410,451430,428056,32495,30664,21746,20475,9715,9310,3294,3061
P,7,2020,24,4377728,2243241,2134487,1641076,1548780,334243,325488,32978,31272,144889,142458,6451,5992,83604,80497,1716521,1621276,374261,364744,55839,53349,175216,171412,13181,12522,1744853,1663133,1204899,1136121,309948,302677,18425,17656,140057,137699,4696,4343,66828,64637,1265302,1194437,342340,334625,34154,33013,165769,162201,9932,9464,498388,471354,436177,412659,24295,22811,14553,13616,4832,4759,1755,1649,16776,15860,451219,426839,31921,30119,21685,20336,9447,9211,3249,3058
P,7,2020,25,4478226,2296876,2181350,1672852,1575431,352151,340738,33579,32069,149534,147611,6709,6330,82051,79171,1746397,1646209,390888,379152,56832,54283,179331,176051,13630,12983,1791491,1705542,1230372,1158900,327137,317340,18997,18192,144512,142898,4933,4618,65540,63594,1289102,1215828,358341,348519,35231,33885,169882,166980,10305,9841,505385,475808,442480,416531,25014,23398,14582,13877,5022,4713,1776,1712,16511,15577,457295,430381,32547,30633,21601,20398,9449,9071,3325,3142
P,7,2020,26,4571065,2344100,2226965,1699816,1598914,368451,356793,34211,32932,155158,153769,6699,6477,79765,78080,1770910,1668426,405112,393869,57586,55767,184489,181850,13787,13183,1832997,1747686,1251447,1179252,343094,333086,19685,18884,150308,148964,4968,4789,63495,62711,1308027,1235101,372467,363189,36036,35113,175200,172768,10496,10022,511103,479279,448369,419662,25357,23707,14526,14048,4850,4805,1731,1688,16270,15369,462883,433325,32645,30680,21550,20654,9289,9082,3291,3161
P,7,2020,27,4641362,2382630,2258732,1723911,1617513,380482,365986,35561,33665,159125,160062,6936,6491,76615,75015,1791948,1684047,414940,400807,58687,56358,187600,187250,13781,13102,1867554,1780046,1272164,1198024,354588,342314,20419,19588,154308,155214,5089,4780,60986,60126,1326332,1251367,382033,370312,36594,35711,178658,178419,10489,9973,515076,478686,451747,419489,25894,23672,15142,14077,4817,4848,1847,1711,15629,14889,465616,432680,32907,30495,22093,20647,8942,8831,3292,3129
P,7,2020,28,4761022,2436384,2324638,1764728,1663797,386462,376426,36977,34377,165866,168652,7252,6659,75099,74727,1830990,1729592,418867,410137,60399,57038,194285,196764,14257,13511,1913571,1839590,1306609,1239723,360220,351390,21257,20216,160877,163612,5251,4914,59357,59735,1358920,1292349,385576,378253,37641,36323,185171,187590,10790,10224,522813,485048,458119,424074,26242,25036,15720,14161,4989,5040,2001,1745,15742,14992,472070,437243,33291,31884,22758,20715,9114,9174,3467,3287
P,7,2020,29,4843213,2465799,2377414,1787939,1700708,387840,384377,36930,33849,173775,178520,7874,7058,71441,72902,1850045,1764250,417969,417096,59231,55829,202030,206793,15052,14091,1946775,1898810,1334824,1284203,360746,358299,21012,19980,168428,173104,5761,5251,56004,57973,1383319,1334630,383994,384158,36430,35441,192568,197167,11398,10854,519024,478604,453115,416505,27094,26078,15918,13869,5347,5416,2113,1807,15437,14929,466726,429620,33975,32938,22801,20388,9462,9626,3654,3237
P,7,2020,30,4827981,2452509,2375472,1786368,1702540,379021,381041,36299,33050,176319,182823,8010,7179,66492,68839,1844337,1762647,406292,411261,57003,54261,203132,209455,14730,13791,1938269,1906164,1336817,1294232,352406,354868,20342,19599,170944,177628,5769,5367,51991,54470,1381940,1341643,373264,378438,34614,34418,193893,200437,11058,10629,514240,469308,449551,408308,26615,26173,15957,13451,5375,5195,2241,1812,14501,14369,462397,421004,33028,32823,22389,19843,9239,9018,3672,3162
P,7,2020,31,4634081,2352697,2281384,1721180,1636592,353009,359178,34624,31090,174797,183816,7703,6822,61384,63886,1774630,1692193,377739,386725,54175,50706,199471,209090,13893,13083,1862832,1837604,1292866,1250179,327809,334371,19084,18372,169773,178726,5676,5149,47624,50807,1334175,1294227,346316,355933,32380,32216,190917,200476,10619,10145,489865,443780,428314,386413,25200,24807,15540,12718,5024,5090,2027,1673,13760,13079,440455,397966,31423,30792,21795,18490,8554,8614,3274,2938
P,7,2020,32,4520432,2292464,2227968,1693254,1612718,330013,338235,33870,30422,169753,179272,7614,6801,57960,60520,1743530,1665443,352699,364073,52238,49171,193642,203287,13737,12793,1804825,1790272,1265516,1231164,305945,314150,18313,17670,164940,174484,5524,5134,44587,47670,1304010,1272617,322690,333962,30571,30732,185396,195080,10338,9944,487639,437696,427738,381554,24068,24085,15557,12752,4813,4788,2090,1667,13373,12850,439520,392826,30009,30111,21667,18439,8246,8207,3399,2849
P,7,2020,33,4438117,2249726,2188391,1673940,1591565,315166,326131,32697,29420,166086,176110,7516,6729,54321,58436,1721074,1642489,336410,350806,50360,48048,188303,199203,13158,12424,1770345,1755976,1252391,1214217,292044,302683,17584,17023,161301,171462,5410,4983,41615,45608,1288256,1253815,307575,321379,29405,29871,180343,191282,9937,9508,479381,432415,421549,377348,23122,23448,15113,12397,4785,4648,2106,1746,12706,12828,432818,388674,28835,29427,20955,18177,7960,7921,3221,2916
P,7,2020,34,4447567,2251663,2195904,1684945,1605534,307513,321509,32436,29419,166318,176784,7632,6798,52819,55860,1730722,1653911,327588,344652,49854,47655,187967,198903,13338,12451,1768348,1762267,1259636,1226354,284357,298200,16924,16764,161589,172255,5458,5153,40384,43541,1294451,1263875,298911,315686,28567,29508,180090,191140,10003,9693,483315,433637,425309,379180,23156,23309,15512,12655,4729,4529,2174,1645,12435,12319,436271,390036,28677,28966,21287,18147,7877,7763,3335,2758
P,7,2020,35,4471765,2255972,2215793,1694885,1623666,304365,320938,31800,29432,166433,179816,7544,6757,50945,55184,1739015,1671545,323352,343078,48996,47754,187316,201998,13122,12400,1771502,1778612,1267925,1241109,281671,297610,16476,16718,161754,175308,5338,5125,38338,42742,1300867,1278009,295122,313958,27784,29452,179511,194342,9743,9635,484470,437181,426960,382557,22694,23328,15324,12714,4679,4508,2206,1632,12607,12442,438148,393536,28230,29120,21212,18302,7805,7656,3379,2765
P,7,2020,36,4325214,2173392,2151822,1634717,1577206,288069,308781,31004,28694,163939,177490,7195,6564,48468,53087,1676613,1623172,305980,329494,47621,46690,183925,199124,12486,12150,1706806,1724022,1223262,1202356,266467,286498,16053,16169,159329,173186,5152,4896,36543,40917,1254634,1237601,279147,301665,27059,28635,176323,191621,9327,9353,466586,427800,411455,374850,21602,22283,14951,12525,4610,4304,2043,1668,11925,12170,421979,385571,26833,27829,20562,18055,7602,7503,3159,2797
P,7,2020,37,4379940,2196187,2183753,1657647,1603861,289417,313053,31407,29185,161626,177768,7260,6756,48830,53130,1699876,1649686,307306,333689,48227,47586,181640,199217,12638,12389,1724024,1747980,1240717,1222501,267895,289814,16128,16376,157090,173332,5230,5069,36964,40888,1272417,1257565,280537,304911,27436,29100,174108,191640,9501,9554,472163,435773,416930,381360,21522,23239,15279,12809,4536,4436,2030,1687,11866,12242,427459,392121,26769,28778,20791,18486,7532,7577,3137,2835
P,7,2020,38,4367453,2184772,2182681,1653326,1605520,286981,313423,30799,28428,159064,176899,7263,6640,47339,51771,1694235,1650090,304208,333772,47587,46632,178193,197484,12530,12134,1714776,1744616,1238387,1221155,265439,290560,15844,15688,154491,172352,5197,4906,35418,39955,1268724,1255357,277503,305530,26979,28400,170581,189888,9359,9303,469996,438065,414939,384365,21542,22863,14955,12740,4573,4547,2066,1734,11921,11816,425511,394733,26705,28242,20608,18232,7612,7596,3171,2831
P,7,2020,39,4310059,2151827,2158232,1635030,1591414,282831,311172,29824,28381,150648,170444,7046,6187,46448,50634,1674957,1635110,299788,331165,46439,46246,169362,190303,12246,11549,1690861,1725861,1227573,1212084,262075,288471,15189,15873,146074,166013,5030,4545,34920,38875,1257353,1245399,273985,303050,26320,28271,161923,182966,9131,8875,460966,432371,407457,379330,20756,22701,14635,12508,4574,4431,2016,1642,11528,11759,417604,389711,25803,28115,20119,17975,7439,7337,3115,2674
P,7,2020,40,4384237,2196336,2187901,1665935,1608847,294385,321977,30790,28653,152005,171585,7143,6445,46078,50394,1705687,1652230,311132,341822,47791,46703,170264,191288,12303,11856,1719368,1748008,1244616,1222506,272784,299000,15586,15996,147332,167109,4981,4806,34069,38591,1273748,1255462,284306,313410,26830,28615,162553,183817,9061,9142,476968,439893,421319,386341,21601,22977,15204,12657,4673,4476,2162,1639,12009,11803,431939,396768,26826,28412,20961,18088,7711,7471,3242,2714
P,7,2020,41,4106519,2047071,2059448,1555834,1515220,271208,301904,28266,26426,143075,163436,6274,5855,42414,46607,1592334,1555271,286555,320010,43833,43319,159906,181697,11092,10788,1612590,1648450,1171416,1154646,251623,280256,14625,14560,138932,159258,4422,4308,31572,35422,1198315,1184864,262227,293176,24963,26250,153141,174745,8236,8264,434481,410998,384418,360574,19585,21648,13641,11866,4143,4178,1852,1547,10842,11185,394019,370407,24328,26834,18870,17069,6765,6952,2856,2524
P,7,2020,42,4020373,2001390,2018983,1528667,1492435,260707,291087,27459,26284,137831,158724,6017,5553,40709,44900,1563590,1530839,275211,308382,42633,42899,154115,176347,10395,10223,1570609,1609951,1146532,1132603,241853,270245,14072,14476,133762,154475,4314,4112,30076,34040,1172023,1161460,251777,282513,24137,26012,147394,169445,7763,7874,430781,409032,382135,359832,18854,20842,13387,11808,4069,4249,1703,1441,10633,10860,391567,369379,23434,25869,18496,16887,6721,6902,2632,2349
P,7,2020,43,3973161,1971742,2001419,1507216,1479778,255577,288098,27427,25994,136634,158543,5847,5569,39041,43437,1540802,1516840,269382,304605,42271,42359,152040,175594,10148,10222,1548848,1593838,1131817,1120308,237393,267500,14270,14655,132417,154419,4127,4069,28824,32887,1156314,1148116,246696,279191,24254,26072,145296,168773,7498,7772,422894,407581,375399,359470,18184,20598,13157,11339,4217,4124,1720,1500,10217,10550,384488,368724,22686,25414,18017,16287,6744,6821,2650,2450
P,7,2020,44,3851596,1911702,1939894,1459224,1435270,245863,276620,26436,25058,137325,157018,5442,5235,37412,40693,1491426,1469912,258697,291917,40798,40613,152246,173067,9610,9526,1498274,1539422,1091569,1081375,228314,256602,13581,13814,133329,152925,3911,3846,27570,30860,1115020,1107393,236849,267400,23199,24730,145894,166501,7200,7293,413428,400472,367655,353895,17549,20018,12855,11244,3996,4093,1531,1389,9842,9833,376406,362519,21848,24517,17599,15883,6352,6566,2410,2233
P,7,2020,45,3962505,1969938,1992567,1508463,1479202,252027,283234,26482,25485,141730,160068,5680,5070,35556,39508,1538735,1512773,264117,297744,40441,40694,155918,175785,9676,9166,1554032,1590599,1136711,1122225,235090,264186,13631,14198,137770,156091,4138,3755,26692,30144,1159173,1147552,243421,274401,23142,24890,149878,169574,7359,7056,415906,401968,371752,356977,16937,19048,12851,11287,3960,3977,1542,1315,8864,9364,379562,365221,20696,23343,17299,15804,6040,6211,2317,2110
P,7,2020,46,3831890,1896636,1935254,1452942,1437379,241013,274120,25688,24550,138102,156485,5139,4964,33752,37756,1481664,1469266,252391,287961,39051,39323,151600,171443,8952,8967,1502751,1547925,1100123,1092539,225404,256002,13287,13852,134558,152750,3800,3678,25579,29104,1121658,1116829,233242,265936,22577,24446,146144,165628,6896,6918,393885,387329,352819,344840,15609,18118,12401,10698,3544,3735,1339,1286,8173,8652,360006,352437,19149,22025,16474,14877,5456,5815,2056,2049
P,7,2020,47,3882054,1914668,1967386,1466353,1461588,246909,281873,25285,24886,137611,156971,5113,4878,33397,37190,1494666,1492970,257812,295358,38732,39697,151063,171714,8860,8767,1529509,1584304,1121036,1120357,231732,264129,13367,14166,134096,153192,3800,3657,25478,28803,1142396,1144376,239263,273839,22808,24954,145741,165894,6839,6820,385159,383082,345317,341231,15177,17744,11918,10720,3515,3779,1313,1221,7919,8387,352270,348594,18549,21519,15924,14743,5322,5820,2021,1947
P,7,2020,48,4048459,1999253,2049206,1544114,1536135,254967,290342,25726,24842,136217,155855,5047,4861,33182,37171,1572124,1567457,265604,303484,39534,40175,149360,170339,8793,8823,1618541,1671074,1202413,1198837,240163,273035,13883,14403,132664,152252,3744,3618,25674,28929,1223817,1222930,247715,282480,23871,25675,144047,164847,6792,6867,380712,378132,341701,337298,14804,17307,11843,10439,3553,3603,1303,1243,7508,8242,348307,344527,17889,21004,15663,14500,5313,5492,2001,1956
P,7,2020,49,4270760,2107280,2163480,1645987,1640339,263553,302646,26013,25666,132718,151816,5038,4954,33971,38059,1674752,1672411,274352,315947,40485,41694,145944,166329,8976,9175,1730020,1787971,1307400,1305751,248837,285346,14452,15004,129155,148217,3714,3710,26462,29943,1329584,1330720,256475,295047,25077,27068,140620,160768,6923,7199,377260,375509,338587,334588,14716,17300,11561,10662,3563,3599,1324,1244,7509,8116,345168,341691,17877,20900,15408,14626,5324,5561,2053,1976
P,7,2020,50,4315480,2136849,2178631,1673893,1660078,265561,299357,26073,25421,132774,151895,5189,5074,33359,36806,1702079,1690882,276095,312076,40471,41294,145496,165939,9176,9268,1758278,1809695,1334331,1330743,250665,282725,14269,15210,129242,148234,3894,3866,25877,28917,1355930,1354700,258123,292015,24829,27126,140203,160297,7191,7332,378571,368936,339562,329335,14896,16632,11804,10211,3532,3661,1295,1208,7482,7889,346149,336182,17972,20061,15642,14168,5293,5642,1985,1936
