UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2018,9,4053179,2067901,1985278,1488947,1422648,312987,305306,32963,31941,109696,106136,6171,6092,117137,113155,1596457,1526670,375938,366800,56966,54689,152500,147043,14493,14152,1534743,1471920,1032588,983510,283887,276938,17383,16943,103616,100368,4141,4103,93128,90058,1118459,1066696,334788,326761,32928,31607,139204,134487,10265,10033,533158,513358,456359,439138,29100,28368,15580,14998,6080,5768,2030,1989,24009,23097,477998,459974,41150,40039,24038,23082,13296,12556,4228,4119
P,7,2018,10,4181603,2134236,2047367,1539711,1469545,322823,315173,34305,33048,113692,109735,6400,6130,117305,113736,1647297,1573854,385801,377284,58235,56273,156529,150551,14984,14113,1582880,1518766,1066046,1016235,293132,286473,18019,17577,107760,103952,4332,4073,93591,90456,1152243,1099519,344337,336842,33595,32528,143496,137894,10633,9954,551356,528601,473665,453310,29691,28700,16286,15471,5932,5783,2068,2057,23714,23280,495054,474335,41464,40442,24640,23745,13033,12657,4351,4159
P,7,2018,11,4200646,2145916,2054730,1554884,1483541,323824,313615,34878,33259,112273,107661,6342,6223,113715,110431,1659208,1584637,384627,373245,58495,56283,153807,147396,14651,14248,1594517,1525214,1080837,1027862,294476,285591,18057,17725,106241,102006,4312,4171,90594,87859,1164339,1108603,343789,334063,33458,32604,140769,135115,10435,10062,551399,529516,474047,455679,29348,28024,16821,15534,6032,5655,2030,2052,23121,22572,494869,476034,40838,39182,25037,23679,13038,12281,4216,4186
P,7,2018,12,4166696,2128762,2037934,1553186,1478338,314992,307889,34138,32820,111006,107895,6225,6008,109215,104984,1653305,1574556,372540,363756,57296,54962,151255,146133,14181,13596,1588258,1519160,1086449,1030545,287045,280716,18036,17559,105210,102533,4209,4067,87309,83740,1166782,1107587,333951,326283,33153,31940,138931,134423,10107,9633,540504,518774,466737,447793,27947,27173,16102,15261,5796,5362,2016,1941,21906,21244,486523,466969,38589,37473,24143,23022,12324,11710,4074,3963
P,7,2018,13,4155076,2120973,2034103,1553045,1479755,311391,302617,33761,32876,111960,111170,6210,6061,104606,101624,1648734,1572525,365819,355987,56583,54818,150728,148416,13826,13416,1590998,1525858,1094519,1040237,284294,276371,17984,17563,106376,105910,4241,4233,83584,81544,1171291,1114918,328577,320068,32884,31912,138932,137288,9878,9739,529975,508245,458526,439518,27097,26246,15777,15313,5584,5260,1969,1828,21022,20080,477443,457607,37242,35919,23699,22906,11796,11128,3948,3677
P,7,2018,14,4164608,2124277,2040331,1562990,1490931,309003,300922,32947,32153,112293,112215,6041,5788,101003,98322,1655375,1580832,360845,351956,55301,53914,149933,148443,13490,13008,1606797,1540413,1113981,1057303,282918,275694,17893,17283,106832,107081,4214,4023,80959,79029,1188337,1129788,325237,317528,32699,31863,138484,137575,9779,9368,517480,499918,449009,433628,26085,25228,15054,14870,5461,5134,1827,1765,20044,19293,467038,451044,35608,34428,22602,22051,11449,10868,3711,3640
P,7,2018,15,4137711,2109588,2028123,1554950,1484696,307295,299673,32691,31521,112345,112493,6042,5787,96265,93953,1642731,1570525,356484,347722,54655,53082,147980,147186,13349,12648,1601087,1535460,1113198,1056377,281663,275256,17616,16977,107037,107354,4201,4063,77372,75433,1184011,1125569,321926,314580,32276,31406,137079,136510,9666,9256,508501,492663,441752,428319,25632,24417,15075,14544,5308,5139,1841,1724,18893,18520,458720,444956,34558,33142,22379,21676,10901,10676,3683,3392
P,7,2018,16,4125819,2103902,2021917,1551016,1480404,313062,304996,32569,31278,108889,108545,5858,5640,92508,91054,1635359,1563197,360186,352018,54275,52947,142793,141345,12831,12436,1600418,1535436,1112871,1057054,287727,280559,17779,17117,103769,103654,4119,3934,74153,73118,1180720,1123835,326333,319084,32205,31674,132209,131182,9398,9067,503484,486481,438145,423350,25335,24437,14790,14161,5120,4891,1739,1706,18355,17936,454639,439362,33853,32934,22070,21273,10584,10163,3433,3369
P,7,2018,17,4235741,2161974,2073767,1590458,1516374,324874,315961,32775,31851,114835,113564,5841,5781,93191,90236,1675162,1598504,372177,362148,55122,53436,148981,146187,12919,12676,1652988,1583783,1146901,1089240,299338,291676,18184,17608,109722,108762,4164,4003,74679,72494,1214919,1155444,337962,329589,33273,32194,138485,136253,9483,9211,508986,489984,443557,427134,25536,24285,14591,14243,5113,4802,1677,1778,18512,17742,460243,443060,34215,32559,21849,21242,10496,9934,3436,3465
P,7,2018,18,4312267,2205585,2106682,1621692,1538447,335674,325061,33816,32423,116460,115404,6067,5728,91876,89619,1705288,1619585,382099,371157,56671,54597,149459,147335,13034,12566,1693010,1617306,1174541,1111996,310074,300537,18893,18063,111347,110583,4331,4067,73824,72060,1241879,1177421,348055,338318,34379,33212,139274,137441,9638,9249,512575,489376,447151,426451,25600,24524,14923,14360,5113,4821,1736,1661,18052,17559,463409,442164,34044,32839,22292,21385,10185,9894,3396,3317
P,7,2018,19,4261187,2181508,2079679,1607641,1522721,329217,318456,32868,31787,116120,114562,6016,5564,89646,86589,1689000,1601124,374098,362534,55369,53852,148432,145203,13175,12232,1682927,1603625,1172625,1107666,304234,294661,18473,17868,111069,109745,4278,3983,72248,69702,1238380,1170927,341081,330983,33993,33132,138355,135402,9751,9078,498581,476054,435016,415055,24983,23795,14395,13919,5051,4817,1738,1581,17398,16887,450620,430197,33017,31551,21376,20720,10077,9801,3424,3154
P,7,2018,20,4276007,2191355,2084652,1612419,1522742,332378,321120,33001,31879,120594,119054,6053,5663,86910,84194,1691004,1599062,375498,363548,55363,53631,151737,148708,12889,12075,1696106,1614808,1179641,1112530,307883,297800,18437,18116,115686,114289,4381,4061,70078,68012,1243147,1174356,343350,332738,33873,33322,142018,139308,9666,8975,495249,469844,432778,410212,24495,23320,14564,13763,4908,4765,1672,1602,16832,16182,447857,424706,32148,30810,21490,20309,9719,9400,3223,3100
P,7,2018,21,4295702,2200180,2095522,1619039,1531006,332030,321831,32851,31394,125790,123381,6091,5539,84379,82371,1695364,1605307,373156,362770,55269,53462,156271,152467,12785,12049,1706852,1629243,1187920,1123536,307767,299036,18285,17793,120868,118679,4389,4011,67623,66188,1249264,1183311,341233,332560,33733,33153,146606,143205,9528,9012,493328,466279,431119,407470,24263,22795,14566,13601,4922,4702,1702,1528,16756,16183,446100,421996,31923,30210,21536,20309,9665,9262,3257,3037
P,7,2018,22,4337121,2226205,2110916,1638038,1541362,332700,323246,32989,31190,133254,129305,6257,5816,82967,79997,1712955,1613449,372470,362337,55731,53219,163239,157913,12918,12291,1733255,1646016,1206509,1134503,308761,300744,18513,17670,128448,124582,4513,4194,66511,64323,1266687,1192585,341136,332667,34232,33034,153842,148753,9690,9260,492950,464900,431529,406859,23939,22502,14476,13520,4806,4723,1744,1622,16456,15674,446268,420864,31334,29670,21499,20185,9397,9160,3228,3031
P,7,2018,23,4440115,2282634,2157481,1670114,1567712,351161,338350,33635,31999,139656,134587,6550,6155,81518,78678,1743206,1638083,389688,376612,56855,54177,169117,162661,13418,12758,1782447,1688003,1232067,1156881,326530,315274,19101,18213,134660,129919,4774,4459,65315,63257,1290634,1213550,357744,346419,35410,33923,159710,153641,10097,9631,500187,469478,438047,410831,24631,23076,14534,13786,4996,4668,1776,1696,16203,15421,452572,424533,31944,30193,21445,20254,9407,9020,3321,3127
P,7,2018,24,4535134,2331311,2203823,1697378,1591383,367524,354305,34247,32871,146266,141245,6588,6361,79308,77658,1768081,1660567,404020,391235,57591,55690,175300,169016,13633,13010,1824865,1730792,1253000,1177334,342510,330922,19760,18906,141431,136509,4857,4670,63307,62451,1309441,1233003,371923,361009,36157,35169,166034,160008,10345,9850,506446,473031,444378,414049,25014,23383,14487,13965,4835,4736,1731,1691,16001,15207,458640,427564,32097,30226,21434,20521,9266,9008,3288,3160
P,7,2018,25,4607054,2370760,2236294,1722100,1610509,379388,363168,35611,33593,150695,147928,6869,6421,76097,74675,1789724,1676760,413650,397858,58669,56283,178848,174885,13662,13007,1859807,1763562,1273900,1196285,353739,339834,20518,19629,145875,143150,5032,4714,60743,59950,1327904,1249498,381191,367840,36708,35787,169919,166132,10394,9882,510953,472732,448200,414224,25649,23334,15093,13964,4820,4778,1837,1707,15354,14725,461820,427262,32459,30018,21961,20496,8929,8753,3268,3125
P,7,2018,26,4729609,2425893,2303716,1763808,1657568,385356,373498,37045,34304,157869,157395,7124,6567,74691,74384,1829751,1723078,417600,407052,60476,56954,185988,185290,14088,13395,1906866,1824183,1308918,1238373,359351,348795,21384,20249,152880,152395,5151,4829,59182,59542,1361126,1290857,384715,375643,37852,36378,176879,176158,10651,10111,519027,479533,454890,419195,26005,24703,15661,14055,4989,5000,1973,1738,15509,14842,468625,432221,32885,31409,22624,20576,9109,9132,3437,3284
P,7,2018,27,4815241,2456075,2359166,1787357,1695190,386699,381714,37028,33814,166056,168938,7791,6966,71144,72544,1849210,1758446,416709,414278,59379,55787,194067,196961,14943,13969,1940765,1885688,1337326,1283216,359977,355982,21134,20021,160717,163549,5705,5159,55906,57761,1385758,1333493,383277,381814,36661,35516,184619,187368,11314,10729,515310,473478,450031,411974,26722,25732,15894,13793,5339,5389,2086,1807,15238,14783,463452,424953,33432,32464,22718,20271,9448,9593,3629,3240
P,7,2018,28,4803367,2443545,2359822,1786217,1697884,377829,378714,36392,33049,168845,174501,8009,7113,66253,68561,1843991,1757766,404976,408814,57137,54269,195470,200933,14707,13704,1932882,1895167,1339652,1293632,351588,352892,20443,19666,163495,169329,5775,5299,51929,54349,1384755,1340962,372476,376473,34795,34530,186258,191950,11046,10542,510663,464655,446565,404252,26241,25822,15949,13383,5350,5172,2234,1814,14324,14212,459236,416804,32500,32341,22342,19739,9212,8983,3661,3162
P,7,2018,29,4612603,2344662,2267941,1721684,1632928,351611,357158,34736,31101,167726,176310,7689,6762,61216,63682,1775003,1688366,376255,384578,54340,50702,192259,201494,13867,13002,1857830,1828371,1295956,1250179,326696,332677,19216,18428,162742,171227,5658,5087,47562,50773,1337245,1294222,345227,354251,32578,32298,183732,192897,10579,10064,486832,439570,425728,382749,24915,24481,15520,12673,4984,5083,2031,1675,13654,12909,437758,394144,31028,30327,21762,18404,8527,8597,3288,2938
P,7,2018,30,4501716,2285295,2216421,1694065,1609856,328676,336319,34018,30422,163139,172736,7584,6726,57813,60362,1744212,1662438,351300,362047,52463,49158,186867,196699,13697,12710,1800299,1782632,1268635,1231687,304865,312527,18473,17725,158341,167945,5482,5066,44503,47682,1307057,1273154,321637,332366,30801,30821,178627,188499,10284,9872,484996,433789,425430,378169,23811,23792,15545,12697,4798,4791,2102,1660,13310,12680,437155,389284,29663,29681,21662,18337,8240,8200,3413,2838
P,7,2018,31,4421515,2243764,2177751,1675012,1588973,314062,324261,32824,29373,160241,170299,7448,6631,54177,58214,1722032,1639701,335238,348814,50557,47990,182293,193280,13071,12316,1766919,1749113,1255674,1214849,291212,301063,17703,17080,155461,165656,5333,4901,41536,45564,1291485,1254415,306759,319783,29590,29963,174338,185377,9839,9421,476845,428638,419338,374124,22850,23198,15121,12293,4780,4643,2115,1730,12641,12650,430547,385286,28479,29031,20967,18027,7955,7903,3232,2895
P,7,2018,32,4433823,2247748,2186075,1687161,1603116,306600,319898,32620,29376,161144,171375,7543,6714,52680,55596,1732833,1651261,326607,342911,50084,47607,182661,193348,13242,12344,1766281,1756170,1263458,1227152,283654,296826,17057,16832,156419,166856,5373,5076,40320,43428,1298238,1264587,298225,314315,28757,29598,174781,185596,9897,9590,481467,429905,423703,375964,22946,23072,15563,12544,4725,4519,2170,1638,12360,12168,434595,386674,28382,28596,21327,18009,7880,7752,3345,2754
P,7,2018,33,4462173,2254347,2207826,1698476,1622138,303691,319597,32016,29434,161871,174992,7444,6686,50849,54979,1742496,1669829,322632,341652,49265,47757,182668,197041,13035,12318,1770802,1773909,1272277,1242414,281138,296482,16620,16800,157196,170499,5256,5053,38315,42661,1305185,1279247,294618,312850,27985,29560,174862,189404,9666,9554,483545,433917,426199,379724,22553,23115,15396,12634,4675,4493,2188,1633,12534,12318,437311,390582,28014,28802,21280,18197,7806,7637,3369,2764
P,7,2018,34,4319697,2173357,2146340,1639027,1577070,287480,307599,31188,28725,160084,173540,7124,6486,48454,52920,1680902,1622896,305345,328244,47857,46733,180046,195055,12428,12056,1707215,1720780,1227854,1204134,266031,285487,16180,16247,155481,169247,5092,4821,36577,40844,1259257,1239326,278732,300667,27226,28747,172442,187565,9276,9263,466142,425560,411173,372936,21449,22112,15008,12478,4603,4293,2032,1665,11877,12076,421645,383570,26613,27577,20631,17986,7604,7490,3152,2793
P,7,2018,35,4378050,2197754,2180296,1662423,1604687,289254,312180,31603,29226,158393,174479,7230,6681,48851,53043,1704682,1650450,307112,332784,48500,47655,178382,195840,12607,12296,1725818,1746175,1245624,1224762,267883,289097,16246,16449,153851,170036,5200,4993,37014,40838,1277382,1259799,280555,304206,27613,29201,170834,188256,9468,9459,471936,434121,416799,379925,21371,23083,15357,12777,4542,4443,2030,1688,11837,12205,427300,390651,26557,28578,20887,18454,7548,7584,3139,2837
P,7,2018,36,4367813,2187955,2179858,1658601,1606505,287272,312788,30993,28483,156451,173771,7271,6590,47367,51721,1699534,1651035,304483,333106,47866,46722,175550,194298,12553,12070,1717805,1743434,1243467,1223579,265833,290099,15970,15746,151854,169213,5207,4852,35474,39945,1273852,1257778,277937,305090,27173,28492,167905,186690,9380,9235,470150,436424,415134,382926,21439,22689,15023,12737,4597,4558,2064,1738,11893,11776,425682,393257,26546,28016,20693,18230,7645,7608,3173,2835
P,7,2018,37,4312249,2156347,2155902,1640948,1592595,283429,310757,30032,28448,148381,167343,7042,6175,46515,50584,1680913,1636247,300383,330714,46724,46348,167101,187148,12252,11536,1694916,1725054,1233061,1214575,262707,288236,15336,15934,143776,162903,5034,4533,35002,38873,1262895,1247891,274659,302837,26528,28368,159617,179803,9145,8861,461431,430848,407887,378020,20722,22521,14696,12514,4605,4440,2008,1642,11513,11711,418018,388356,25724,27877,20196,17980,7484,7345,3107,2675
P,7,2018,38,4389474,2202491,2186983,1672843,1610839,295297,321768,31029,28733,150060,168813,7129,6438,46133,50392,1712629,1654208,312045,341595,48099,46830,168324,188505,12309,11857,1724779,1748196,1250818,1225364,273726,298979,15734,16068,145370,164345,4967,4799,34164,38641,1280015,1258351,285304,313435,27043,28734,160595,181039,9063,9144,477712,438787,422025,385475,21571,22789,15295,12665,4690,4468,2162,1639,11969,11751,432614,395857,26741,28160,21056,18096,7729,7466,3246,2713
P,7,2018,39,4113132,2053704,2059428,1562876,1517849,272018,301660,28477,26530,141571,160954,6288,5823,42474,46612,1599418,1557888,287358,319725,44122,43459,158414,179238,11123,10766,1618263,1649174,1177495,1157741,252506,280230,14757,14633,137410,156793,4429,4275,31666,35502,1204473,1188019,263168,293188,25159,26370,151624,172299,8250,8241,435441,410254,385381,360108,19512,21430,13720,11897,4161,4161,1859,1548,10808,11110,394945,369869,24190,26537,18963,17089,6790,6939,2873,2525
P,7,2018,40,4028056,2008346,2019710,1535773,1495423,261481,291036,27645,26407,136616,156414,6027,5516,40804,44914,1570763,1533833,275979,308293,42903,43057,152942,174060,10416,10192,1576397,1611206,1152416,1135912,242739,270364,14205,14560,132521,152170,4312,4077,30204,34123,1178008,1164841,252720,282664,24339,26136,146181,167165,7772,7843,431949,408504,383357,359511,18742,20672,13440,11847,4095,4244,1715,1439,10600,10791,392755,368992,23259,25629,18564,16921,6761,6895,2644,2349
P,7,2018,41,3982436,1979041,2003395,1514699,1483273,256292,288383,27617,26102,135416,156615,5868,5557,39149,43465,1548359,1520349,270110,304863,42528,42511,150872,173687,10201,10220,1554647,1596000,1137732,1123799,238233,267931,14394,14739,131189,152491,4136,4061,28963,32979,1162332,1151679,247597,279667,24442,26204,144111,166871,7533,7772,424394,407395,376967,359474,18059,20452,13223,11363,4227,4124,1732,1496,10186,10486,386027,368670,22513,25196,18086,16307,6761,6816,2668,2448
P,7,2018,42,3862209,1919548,1942661,1467140,1439110,246696,276988,26650,25133,136056,155495,5453,5242,37553,40693,1499455,1473740,259561,292254,41092,40734,151039,171542,9635,9542,1504191,1542141,1097601,1084935,229218,257144,13700,13885,132050,151399,3910,3853,27712,30925,1121168,1111002,237817,267978,23381,24850,144664,164977,7210,7309,415357,400520,369539,354175,17478,19844,12950,11248,4006,4096,1543,1389,9841,9768,378287,362738,21744,24276,17711,15884,6375,6565,2425,2233
P,7,2018,43,3976086,1979795,1996291,1517632,1483560,253406,283701,26716,25570,140657,158917,5671,5067,35713,39476,1548032,1517100,265533,298174,40780,40804,154887,174614,9676,9167,1561393,1594141,1143555,1126183,236468,264798,13774,14272,136669,154948,4114,3753,26813,30187,1166107,1151549,244854,275042,23351,25008,148802,168412,7340,7057,418402,402150,374077,357377,16938,18903,12942,11298,3988,3969,1557,1314,8900,9289,381925,365551,20679,23132,17429,15796,6085,6202,2336,2110
P,7,2018,44,3847934,1907872,1940062,1462932,1442386,242703,274769,25934,24637,137278,155596,5123,4950,33902,37724,1491778,1474239,254118,288571,39410,39446,150801,170537,8956,8949,1511149,1552240,1107470,1096903,227079,256743,13431,13927,133711,151867,3774,3663,25684,29137,1129088,1121222,234963,266702,22793,24564,145311,164725,6887,6897,396723,387822,355462,345483,15624,18026,12503,10710,3567,3729,1349,1287,8218,8587,362690,353017,19155,21869,16617,14882,5490,5812,2069,2052
P,7,2018,45,3900676,1927297,1973379,1477262,1467423,248848,282775,25523,24981,137015,156130,5093,4859,33556,37211,1505703,1498811,259785,296250,39074,39853,150519,170863,8861,8753,1539387,1589463,1129342,1125296,233661,265090,13511,14255,133481,152332,3781,3632,25611,28858,1150808,1149356,241240,274840,23026,25095,145169,165020,6839,6795,387910,383916,347920,342127,15187,17685,12012,10726,3534,3798,1312,1227,7945,8353,354895,349455,18545,21410,16048,14758,5350,5843,2022,1958
P,7,2018,46,4070419,2013757,2056662,1556259,1543084,257183,291504,25984,24982,135943,155019,5030,4826,33358,37247,1584405,1574461,267866,304664,39904,40386,149141,169511,8799,8795,1630331,1677459,1212009,1204708,242357,274246,14061,14514,132360,151398,3725,3584,25819,29009,1233524,1228858,249959,283735,24128,25846,143786,163993,6788,6836,383426,379203,344250,338376,14826,17258,11923,10468,3583,3621,1305,1242,7539,8238,350881,345603,17907,20929,15776,14540,5355,5518,2011,1959
P,7,2018,47,4296937,2124073,2172864,1659832,1648616,266103,304242,26294,25854,132640,151052,5036,4910,34168,38190,1688754,1680789,276962,317588,40892,41972,145923,165590,8999,9145,1743969,1796179,1318531,1312912,251395,286970,14650,15131,129046,147436,3708,3682,26639,30048,1340852,1337958,259103,296721,25375,27264,140558,160003,6939,7180,380104,376685,341301,335704,14708,17272,11644,10723,3594,3616,1328,1228,7529,8142,347902,342831,17859,20867,15517,14708,5365,5587,2060,1965
P,7,2018,48,4345351,2155859,2189492,1689462,1669215,268481,301302,26377,25609,132766,151347,5186,5048,33587,36971,1717834,1700148,279075,314080,40914,41581,145553,165436,9198,9260,1773977,1819314,1346723,1338704,253618,284710,14472,15341,129213,147670,3882,3849,26069,29040,1368479,1362755,261143,294053,25138,27329,140227,159764,7199,7327,381882,370178,342739,330511,14863,16592,11905,10268,3553,3677,1304,1199,7518,7931,349355,337393,17932,20027,15776,14252,5326,5672,1999,1933
P,7,2018,49,4113058,2035958,2077100,1602968,1592520,247904,279611,24983,24171,124460,142111,4692,4713,30951,33974,1629172,1620986,257238,290950,38849,39374,136225,154841,8267,8490,1681408,1731679,1284262,1284020,234214,264115,14155,14533,121275,138741,3516,3555,23986,26715,1304366,1306177,240695,272264,24383,26044,131444,149781,6450,6680,354550,345421,318706,308500,13690,15496,10828,9638,3185,3370,1176,1158,6965,7259,324806,314809,16543,18686,14466,13330,4781,5060,1817,1810
P,7,2018,50,4021973,1988182,2033791,1564173,1557108,248347,280620,24255,23587,117753,135624,4562,4580,29092,32272,1588577,1583924,257103,291329,37571,38257,128748,147594,7946,8435,1643537,1697404,1254589,1256147,234685,265490,13645,14479,114715,132488,3381,3446,22522,25354,1273212,1276944,240737,273192,23566,25674,124206,142817,6199,6660,344645,336387,309584,300961,13662,15130,10610,9108,3038,3136,1181,1134,6570,6918,315365,306980,16366,18137,14005,12583,4542,4777,1747,1775
