Year,Age,Population
1994,83,776762
1994,84,696619
1995,0,3795533
1995,1,3851042
1995,2,3913560
1995,3,4006650
1995,4,4113417
1995,5,4034558
1995,6,3885079
1995,7,3836164
1995,8,3698335
1995,9,3865083
1995,10,3849451
1995,11,3771812
1995,12,3854704
1995,13,3835856
1995,14,3843476
1995,15,3797341
1995,16,3651439
1995,17,3647774
1995,18,3536475
1995,19,3605703
1995,20,3617920
1995,21,3499544
1995,22,3533906
1995,23,3758798
1995,24,4077640
1995,25,3997819
1995,26,3866162
1995,27,3863314
1995,28,3837458
1995,29,4146829
1995,30,4422447
1995,31,4401632
1995,32,4484314
1995,33,4528268
1995,34,4662855
1995,35,4663417
1995,36,4523202
1995,37,4536568
1995,38,4284538
1995,39,4436969
1995,40,4349051
1995,41,4080173
1995,42,4014354
1995,43,3892500
1995,44,3767586
1995,45,3736433
1995,46,3586602
1995,47,3686330
1995,48,3558088
1995,49,2854864
1995,50,2924469
1995,51,2874403
1995,52,2913993
1995,53,2585537
1995,54,2472216
1995,55,2332042
1995,56,2321007
1995,57,2262493
1995,58,2073610
1995,59,2133830
1995,60,2143842
1995,61,1925984
1995,62,1964641
1995,63,2020800
1995,64,2091965
1995,65,2061423
1995,66,2030957
1995,67,2070721
1995,68,1921796
1995,69,1893212
1995,70,1902081
1995,71,1808827
1995,72,1750975
1995,73,1755526
1995,74,1659178
1995,75,1513539
1995,76,1417718
1995,77,1310051
1995,78,1252363
1995,79,1175042
1995,80,1095675
1995,81,977731
1995,82,905828
1995,83,789804
1995,84,710736
1996,0,3761856
1996,1,3795933
1996,2,3865461
1996,3,3952344
1996,4,4087755
1996,5,4128842
1996,6,4041199
1996,7,3926068
1996,8,3791065
1996,9,3861041
1996,10,3932216
1996,11,3840197
1996,12,3811906
1996,13,3894294
1996,14,3881197
1996,15,3899051
1996,16,3829185
1996,17,3705368
1996,18,3663102
1996,19,3696307
1996,20,3612389
1996,21,3572861
1996,22,3453498
1996,23,3546959
1996,24,3840610
1996,25,4141957
1996,26,3982747
1996,27,3948690
1996,28,3788357
1996,29,4038614
1996,30,4214577
1996,31,4303738
1996,32,4459334
1996,33,4463644
1996,34,4645980
1996,35,4716007
1996,36,4568574
1996,37,4532947
1996,38,4412139
1996,39,4517370
1996,40,4444110
1996,41,4198856
1996,42,4113042
1996,43,3983563
1996,44,3954372
1996,45,3786808
1996,46,3636264
1996,47,3622329
1996,48,3596106
1996,49,3745451
1996,50,2860117
1996,51,2822773
1996,52,2886312
1996,53,2910275
1996,54,2634470
1996,55,2429664
1996,56,2318410
1996,57,2319151
1996,58,2192425
1996,59,2125534
1996,60,2124513
1996,61,2075433
1996,62,1926312
1996,63,1963563
1996,64,2024163
1996,65,2049586
1996,66,2025435
1996,67,2017617
1996,68,1979314
1996,69,1897639
1996,70,1859103
1996,71,1827340
1996,72,1764408
1996,73,1700208
1996,74,1717056
1996,75,1606282
1996,76,1446156
1996,77,1351744
1996,78,1257254
1996,79,1183800
1996,80,1109988
1996,81,1006892
1996,82,917096
1996,83,834340
1996,84,722029
1997,0,3743851
1997,1,3770958
1997,2,3813423
1997,3,3911618
1997,4,4037247
1997,5,4106729
1997,6,4138311
1997,7,4089678
1997,8,3896614
1997,9,3937314
1997,10,3936619
1997,11,3928703
1997,12,3886177
1997,13,3849717
1997,14,3941751
1997,15,3938765
1997,16,3931205
1997,17,3878728
1997,18,3733835
1997,19,3818274
1997,20,3709891
1997,21,3577065
1997,22,3536187
1997,23,3476605
1997,24,3627286
1997,25,3921100
1997,26,4123057
1997,27,4075206
1997,28,3891577
1997,29,3952123
1997,30,4132178
1997,31,4095905
1997,32,4365515
1997,33,4435296
1997,34,4571491
1997,35,4715383
1997,36,4618712
1997,37,4570965
1997,38,4432121
1997,39,4607482
1997,40,4552536
1997,41,4281318
1997,42,4241779
1997,43,4083603
1997,44,4032507
1997,45,3995031
1997,46,3685030
1997,47,3672627
1997,48,3545480
1997,49,3760239
1997,50,3774129
1997,51,2761051
1997,52,2838209
1997,53,2876923
1997,54,2966262
1997,55,2593855
1997,56,2407011
1997,57,2315890
1997,58,2263235
1997,59,2234396
1997,60,2126078
1997,61,2053207
1997,62,2078357
1997,63,1924585
1997,64,1962669
1997,65,1985386
1997,66,2016522
1997,67,2015866
1997,68,1929298
1997,69,1951193
1997,70,1867939
1997,71,1782141
1997,72,1782338
1997,73,1721762
1997,74,1663520
1997,75,1660954
1997,76,1535035
1997,77,1377542
1997,78,1293176
1997,79,1188689
1997,80,1125865
1997,81,1017082
1997,82,946326
1997,83,841910
1997,84,763507
1998,0,3753317
1998,1,3758633
1998,2,3788280
1998,3,3862885
1998,4,3996398
1998,5,4055702
1998,6,4114736
1998,7,4189986
1998,8,4071991
1998,9,4022161
1998,10,4019500
1998,11,3935792
1998,12,3978091
1998,13,3919435
1998,14,3896444
1998,15,3998550
1998,16,3968008
1998,17,3971301
1998,18,3916474
1998,19,3877861
1998,20,3832570
1998,21,3675546
1998,22,3550137
1998,23,3567097
1998,24,3555992
1998,25,3721639
1998,26,3902658
1998,27,4223418
1998,28,4033841
1998,29,4021102
1998,30,4068398
1998,31,4007902
1998,32,4158696
1998,33,4337239
1998,34,4532125
1998,35,4653895
1998,36,4615694
1998,37,4612135
1998,38,4491519
1998,39,4584077
1998,40,4671655
1998,41,4376244
1998,42,4334290
1998,43,4213823
1998,44,4119241
1998,45,4095990
1998,46,3887655
1998,47,3722443
1998,48,3608888
1998,49,3683767
1998,50,3809159
1998,51,3642962
1998,52,2780207
1998,53,2823634
1998,54,2934738
1998,55,2925049
1998,56,2559823
1998,57,2402607
1998,58,2275163
1998,59,2293057
1998,60,2245036
1998,61,2051121
1998,62,2059595
1998,63,2076567
1998,64,1920359
1998,65,1926851
1998,66,1955522
1998,67,2010552
1998,68,1928208
1998,69,1898372
1998,70,1925184
1998,71,1786929
1998,72,1737908
1998,73,1747949
1998,74,1685024
1998,75,1608048
1998,76,1587739
1998,77,1460840
1998,78,1313794
1998,79,1222807
1998,80,1138474
1998,81,1028527
1998,82,957734
1998,83,865906
1998,84,770657
1999,0,3793039
1999,1,3772633
1999,2,3774317
1999,3,3840184
1999,4,3946134
1999,5,4012993
1999,6,4060873
1999,7,4167363
1999,8,4184834
1999,9,4175546
1999,10,4109714
1999,11,4019845
1999,12,3986279
1999,13,4005689
1999,14,3964403
1999,15,3950388
1999,16,4024068
1999,17,3997591
1999,18,4016959
1999,19,4049117
1999,20,3892081
1999,21,3795291
1999,22,3649519
1999,23,3582588
1999,24,3640088
1999,25,3656744
1999,26,3697448
1999,27,4001357
1999,28,4194530
1999,29,4125810
1999,30,4161836
1999,31,3935209
1999,32,4069963
1999,33,4124682
1999,34,4419224
1999,35,4624600
1999,36,4550082
1999,37,4597634
1999,38,4551889
1999,39,4597732
1999,40,4673722
1999,41,4478442
1999,42,4437445
1999,43,4305945
1999,44,4233407
1999,45,4203996
1999,46,3984338
1999,47,3923740
1999,48,3670599
1999,49,3722368
1999,50,3749503
1999,51,3675018
1999,52,3671117
1999,53,2759661
1999,54,2881303
1999,55,2897958
1999,56,2876217
1999,57,2551864
1999,58,2375823
1999,59,2290417
1999,60,2312628
1999,61,2160479
1999,62,2058643
1999,63,2055106
1999,64,2065439
1999,65,1886088
1999,66,1897938
1999,67,1950679
1999,68,1922153
1999,69,1892476
1999,70,1877251
1999,71,1838433
1999,72,1742272
1999,73,1712918
1999,74,1711473
1999,75,1627957
1999,76,1537799
1999,77,1510236
1999,78,1389938
1999,79,1243539
1999,80,1180058
1999,81,1038010
1999,82,971278
1999,83,874380
1999,84,793921
1990,85,3022021
1991,85,3152504
1992,85,3274352
1993,85,3410631
1994,85,3525355
1995,85,3648066
1996,85,3760110
1997,85,3866765
1998,85,3992638
1999,85,4116836
