Year,Age,Population
2001,40,4606601
2001,41,4700471
2001,42,4514435
2001,43,4523433
2001,44,4470894
2001,45,4301955
2001,46,4331582
2001,47,4152347
2001,48,4018921
2001,49,3894178
2001,50,3796146
2001,51,3796980
2001,52,3654405
2001,53,3631014
2001,54,3808740
2001,55,2851092
2001,56,2846838
2001,57,2805407
2001,58,2900132
2001,59,2565506
2001,60,2380300
2001,61,2323707
2001,62,2213270
2001,63,2172024
2001,64,2047019
2001,65,2012270
2001,66,2013441
2001,67,1850485
2001,68,1852792
2001,69,1833245
2001,70,1817859
2001,71,1844676
2001,72,1743767
2001,73,1733630
2001,74,1682014
2001,75,1610892
2001,76,1589103
2001,77,1503097
2001,78,1405933
2001,79,1346388
2001,80,1254832
2001,81,1154138
2001,82,993071
2001,83,927192
2001,84,808972
2001,85,4312494
2002,0,3951461
2002,1,4004674
2002,2,3856114
2002,3,3804336
2002,4,3812607
2002,5,3837187
2002,6,3913054
2002,7,3982360
2002,8,4020970
2002,9,4118846
2002,10,4243816
2002,11,4295720
2002,12,4380351
2002,13,4209025
2002,14,4132509
2002,15,4097876
2002,16,4126961
2002,17,4148590
2002,18,4084316
2002,19,4152627
2002,20,4158896
2002,21,4182678
2002,22,4145736
2002,23,3936927
2002,24,3819528
2002,25,3779169
2002,26,3669915
2002,27,3791713
2002,28,3682001
2002,29,3768542
2002,30,3994164
2002,31,4210913
2002,32,4330977
2002,33,4095531
2002,34,4026721
2002,35,4050190
2002,36,4168398
2002,37,4459389
2002,38,4538848
2002,39,4534393
2002,40,4551912
2002,41,4610846
2002,42,4699196
2002,43,4515522
2002,44,4511955
2002,45,4461379
2002,46,4301101
2002,47,4330110
2002,48,4143330
2002,49,4016368
2002,50,3881009
2002,51,3797199
2002,52,3785188
2002,53,3650409
2002,54,3626101
2002,55,3788111
2002,56,2846712
2002,57,2833628
2002,58,2792832
2002,59,2881784
2002,60,2540735
2002,61,2370358
2002,62,2306156
2002,63,2195850
2002,64,2147166
2002,65,2025379
2002,66,1986541
2002,67,1986526
2002,68,1821142
2002,69,1818893
2002,70,1792760
2002,71,1782107
2002,72,1797946
2002,73,1697450
2002,74,1679791
2002,75,1620812
2002,76,1554475
2002,77,1522890
2002,78,1436185
2002,79,1336099
2002,80,1269310
2002,81,1180698
2002,82,1075053
2002,83,919945
2002,84,849397
2002,85,4368808
2003,0,3975871
2003,1,3936139
2003,2,4002836
2003,3,3860727
2003,4,3816873
2003,5,3823568
2003,6,3837761
2003,7,3924182
2003,8,3991075
2003,9,4044265
2003,10,4205042
2003,11,4254047
2003,12,4332987
2003,13,4401393
2003,14,4221884
2003,15,4172654
2003,16,4139141
2003,17,4160313
2003,18,4201835
2003,19,4123223
2003,20,4156877
2003,21,4167554
2003,22,4175294
2003,23,4147777
2003,24,3944186
2003,25,3842468
2003,26,3771710
2003,27,3688646
2003,28,3794838
2003,29,3673923
2003,30,3813536
2003,31,3973726
2003,32,4245067
2003,33,4337299
2003,34,4102582
2003,35,4042650
2003,36,4051962
2003,37,4165007
2003,38,4462051
2003,39,4542489
2003,40,4529389
2003,41,4556844
2003,42,4606465
2003,43,4699388
2003,44,4497961
2003,45,4499971
2003,46,4462427
2003,47,4300483
2003,48,4317939
2003,49,4141856
2003,50,3998812
2003,51,3886144
2003,52,3782009
2003,53,3783390
2003,54,3646923
2003,55,3601691
2003,56,3785668
2003,57,2831596
2003,58,2821608
2003,59,2773994
2003,60,2849408
2003,61,2534959
2003,62,2352131
2003,63,2289143
2003,64,2168747
2003,65,2125962
2003,66,1999916
2003,67,1961151
2003,68,1955990
2003,69,1787777
2003,70,1777336
2003,71,1760292
2003,72,1736351
2003,73,1751589
2003,74,1644551
2003,75,1617308
2003,76,1567629
2003,77,1489790
2003,78,1456995
2003,79,1366120
2003,80,1259724
2003,81,1196760
2003,82,1100969
2003,83,997727
2003,84,843416
2003,85,4466176
2004,0,4014258
2004,1,3953063
2004,2,3933735
2004,3,4008220
2004,4,3876609
2004,5,3829607
2004,6,3822089
2004,7,3850646
2004,8,3933161
2004,9,4018734
2004,10,4151951
2004,11,4207721
2004,12,4293550
2004,13,4350199
2004,14,4408259
2004,15,4264863
2004,16,4213762
2004,17,4167308
2004,18,4214061
2004,19,4242558
2004,20,4131771
2004,21,4180191
2004,22,4173077
2004,23,4192674
2004,24,4167847
2004,25,3981519
2004,26,3838225
2004,27,3801676
2004,28,3697495
2004,29,3788140
2004,30,3737940
2004,31,3790984
2004,32,4023788
2004,33,4257394
2004,34,4349395
2004,35,4127056
2004,36,4048580
2004,37,4051890
2004,38,4174027
2004,39,4473096
2004,40,4540929
2004,41,4540376
2004,42,4555019
2004,43,4610120
2004,44,4679182
2004,45,4486566
2004,46,4506067
2004,47,4465196
2004,48,4287486
2004,49,4319947
2004,50,4121104
2004,51,4010062
2004,52,3868188
2004,53,3782872
2004,54,3782442
2004,55,3618001
2004,56,3603856
2004,57,3763702
2004,58,2819754
2004,59,2801863
2004,60,2739059
2004,61,2848602
2004,62,2515357
2004,63,2335553
2004,64,2259557
2004,65,2148431
2004,66,2098650
2004,67,1975087
2004,68,1930847
2004,69,1920414
2004,70,1744903
2004,71,1747347
2004,72,1713793
2004,73,1691931
2004,74,1696130
2004,75,1581121
2004,76,1566753
2004,77,1501866
2004,78,1425682
2004,79,1385977
2004,80,1286733
2004,81,1189534
2004,82,1115106
2004,83,1023151
2004,84,913980
2004,85,4545883
2005,0,4004393
2005,1,3987032
2005,2,3952632
2005,3,3943215
2005,4,4030128
2005,5,3893128
2005,6,3828153
2005,7,3838840
2005,8,3861877
2005,9,3967069
2005,10,4150122
2005,11,4149228
2005,12,4251162
2005,13,4308851
2005,14,4353216
2005,15,4456969
2005,16,4308145
2005,17,4239509
2005,18,4225126
2005,19,4256465
2005,20,4241197
2005,21,4150658
2005,22,4176096
2005,23,4183656
2005,24,4208348
2005,25,4206096
2005,26,3966722
2005,27,3870040
2005,28,3805526
2005,29,3686326
2005,30,3866581
2005,31,3705594
2005,32,3848038
2005,33,4035045
2005,34,4268679
2005,35,4377057
2005,36,4130501
2005,37,4044933
2005,38,4060608
2005,39,4185554
2005,40,4470383
2005,41,4553968
2005,42,4537278
2005,43,4559728
2005,44,4585528
2005,45,4666734
2005,46,4496805
2005,47,4511695
2005,48,4449860
2005,49,4292077
2005,50,4295348
2005,51,4138594
2005,52,3989065
2005,53,3871906
2005,54,3783820
2005,55,3748247
2005,56,3625240
2005,57,3582008
2005,58,3748661
2005,59,2799064
2005,60,2763609
2005,61,2745139
2005,62,2827064
2005,63,2498812
2005,64,2303653
2005,65,2240858
2005,66,2121740
2005,67,2074635
2005,68,1945279
2005,69,1896115
2005,70,1873726
2005,71,1718367
2005,72,1700960
2005,73,1671512
2005,74,1638505
2005,75,1629763
2005,76,1535359
2005,77,1501643
2005,78,1439475
2005,79,1357369
2005,80,1305661
2005,81,1218283
2005,82,1109756
2005,83,1038431
2005,84,939062
2005,85,4693299
2006,0,4041738
2006,1,3972124
2006,2,3988119
2006,3,3966022
2006,4,3970880
2006,5,4050582
2006,6,3891329
2006,7,3848758
2006,8,3852265
2006,9,3901754
2006,10,4121105
2006,11,4141970
2006,12,4196880
2006,13,4264733
2006,14,4308450
2006,15,4406515
2006,16,4502997
2006,17,4331493
2006,18,4301050
2006,19,4265654
2006,20,4248095
2006,21,4258790
2006,22,4141532
2006,23,4186427
2006,24,4201291
2006,25,4254643
2006,26,4186325
2006,27,4004498
2006,28,3874154
2006,29,3790391
2006,30,3779051
2006,31,3824265
2006,32,3772538
2006,33,3860165
2006,34,4049149
2006,35,4302604
2006,36,4380502
2006,37,4126573
2006,38,4056686
2006,39,4074868
2006,40,4184594
2006,41,4488189
2006,42,4552280
2006,43,4544742
2006,44,4532763
2006,45,4573546
2006,46,4682144
2006,47,4506142
2006,48,4495342
2006,49,4458112
2006,50,4264904
2006,51,4320192
2006,52,4114856
2006,53,3996095
2006,54,3874826
2006,55,3745012
2006,56,3760899
2006,57,3601973
2006,58,3568659
2006,59,3720317
2006,60,2757092
2006,61,2776869
2006,62,2725651
2006,63,2810202
2006,64,2463439
2006,65,2286008
2006,66,2213751
2006,67,2098690
2006,68,2044245
2006,69,1910507
2006,70,1848556
2006,71,1848947
2006,72,1672443
2006,73,1660842
2006,74,1619038
2006,75,1573506
2006,76,1587027
2006,77,1472328
2006,78,1441641
2006,79,1372532
2006,80,1278890
2006,81,1239927
2006,82,1138135
2006,83,1036784
2006,84,954381
2006,85,4865929
2007,0,4147997
2007,1,4002215
2007,2,3973479
2007,3,4004011
2007,4,3998260
2007,5,3993489
2007,6,4046402
2007,7,3914743
2007,8,3863089
2007,9,3896888
2007,10,4075718
2007,11,4106492
2007,12,4192002
2007,13,4207326
2007,14,4259504
2007,15,4364495
2007,16,4452250
2007,17,4521045
2007,18,4394638
2007,19,4335388
2007,20,4242404
2007,21,4257371
2007,22,4236043
2007,23,4143940
2007,24,4198241
2007,25,4245572
2007,26,4222850
2007,27,4224395
2007,28,3999799
2007,29,3850082
2007,30,3894527
2007,31,3724612
2007,32,3899463
2007,33,3780927
2007,34,3871236
2007,35,4083733
2007,36,4302578
2007,37,4370533
2007,38,4136991
2007,39,4070056
2007,40,4071341
2007,41,4202260
2007,42,4485432
2007,43,4560505
2007,44,4512801
2007,45,4519792
2007,46,4591932
2007,47,4694196
2007,48,4487653
2007,49,4506188
2007,50,4426479
2007,51,4294933
2007,52,4292620
2007,53,4124978
2007,54,4001168
2007,55,3829701
2007,56,3761384
2007,57,3734883
2007,58,3588953
2007,59,3539851
2007,60,3659454
2007,61,2775802
2007,62,2757918
2007,63,2711325
2007,64,2769163
2007,65,2445756
2007,66,2257671
2007,67,2191327
2007,68,2068095
2007,69,2007386
2007,70,1860716
2007,71,1826784
2007,72,1798955
2007,73,1633722
2007,74,1608315
2007,75,1553097
2007,76,1535224
2007,77,1521903
2007,78,1414814
2007,79,1375325
2007,80,1292775
2007,81,1216593
2007,82,1158822
2007,83,1065220
2007,84,953666
2007,85,5039545
2008,0,4132735
2008,1,4100756
2008,2,4004146
2008,3,3992320
2008,4,4041170
2008,5,4024297
2008,6,3988117
2008,7,4073291
2008,8,3930544
2008,9,3913353
2008,10,4093680
2008,11,4055388
2008,12,4159477
2008,13,4200016
2008,14,4198094
2008,15,4318982
2008,16,4411176
2008,17,4467060
2008,18,4588123
2008,19,4425539
2008,20,4302988
2008,21,4251950
2008,22,4232792
2008,23,4237432
2008,24,4155450
2008,25,4246210
2008,26,4206583
2008,27,4265165
2008,28,4215620
2008,29,3969090
2008,30,3970191
2008,31,3828094
2008,32,3807761
2008,33,3907253
2008,34,3791506
2008,35,3908041
2008,36,4083819
2008,37,4291673
2008,38,4382157
2008,39,4151773
2008,40,4065710
2008,41,4090091
2008,42,4199463
2008,43,4495218
2008,44,4524541
2008,45,4499251
2008,46,4541484
2008,47,4606123
2008,48,4672955
2008,49,4501160
2008,50,4471128
2008,51,4464006
2008,52,4264599
2008,53,4306809
2008,54,4132932
2008,55,3949524
2008,56,3850704
2008,57,3733201
2008,58,3722427
2008,59,3558712
2008,60,3476545
2008,61,3694987
2008,62,2757325
2008,63,2744863
2008,64,2668775
2008,65,2751913
2008,66,2416007
2008,67,2235669
2008,68,2160024
2008,69,2030734
2008,70,1953328
2008,71,1841560
2008,72,1776463
2008,73,1758650
2008,74,1581331
2008,75,1541027
2008,76,1518327
2008,77,1472006
2008,78,1464084
2008,79,1350299
2008,80,1294601
2008,81,1232307
2008,82,1136851
2008,83,1086404
2008,84,980196
2008,85,5195840
2009,0,4003587
2009,1,4078797
2009,2,4103002
2009,3,4025675
2009,4,4033457
2009,5,4070265
2009,6,4018200
2009,7,4017024
2009,8,4089946
2009,9,3987064
2009,10,4133090
2009,11,4066605
2009,12,4110576
2009,13,4164413
2009,14,4185880
2009,15,4259907
2009,16,4365338
2009,17,4421341
2009,18,4534634
2009,19,4611590
2009,20,4383628
2009,21,4307414
2009,22,4217667
2009,23,4230115
2009,24,4245298
2009,25,4204602
2009,26,4197922
2009,27,4250014
2009,28,4250613
2009,29,4175077
2009,30,4104133
2009,31,3890200
2009,32,3921281
2009,33,3813001
2009,34,3916499
2009,35,3829432
2009,36,3905615
2009,37,4071181
2009,38,4304006
2009,39,4397562
2009,40,4145183
2009,41,4085265
2009,42,4085849
2009,43,4209233
2009,44,4454485
2009,45,4509265
2009,46,4523596
2009,47,4557336
2009,48,4582655
2009,49,4689393
2009,50,4462192
2009,51,4514833
2009,52,4429228
2009,53,4281465
2009,54,4317125
2009,55,4074019
2009,56,3975863
2009,57,3819855
2009,58,3721219
2009,59,3689647
2009,60,3489302
2009,61,3517588
2009,62,3673134
2009,63,2745716
2009,64,2699257
2009,65,2653345
2009,66,2719454
2009,67,2394376
2009,68,2204229
2009,69,2120973
2009,70,1974076
2009,71,1936308
2009,72,1790136
2009,73,1737897
2009,74,1702305
2009,75,1513301
2009,76,1510000
2009,77,1455744
2009,78,1417539
2009,79,1398480
2009,80,1270444
2009,81,1236769
2009,82,1152248
2009,83,1067638
2009,84,1000612
2009,85,5367301
2010,0,3952444
2010,1,3951024
2010,2,4087074
2010,3,4133855
2010,4,4076132
2010,5,4069577
2010,6,4067657
2010,7,4052622
2010,8,4036621
2010,9,4155932
2010,10,4225412
2010,11,4096193
2010,12,4119403
2010,13,4109069
2010,14,4143934
2010,15,4246829
2010,16,4302394
2010,17,4369588
2010,18,4487337
2010,19,4552939
2010,20,4556617
2010,21,4386080
2010,22,4268558
2010,23,4215890
2010,24,4240793
2010,25,4303037
2010,26,4154786
2010,27,4248970
2010,28,4237858
2010,29,4208596
2010,30,4333778
2010,31,4015250
2010,32,3995487
2010,33,3926638
2010,34,3822675
2010,35,3958453
2010,36,3825205
2010,37,3891881
2010,38,4085584
2010,39,4321121
2010,40,4388748
2010,41,4166239
2010,42,4079598
2010,43,4095947
2010,44,4168649
2010,45,4438932
2010,46,4536724
2010,47,4540738
2010,48,4531076
2010,49,4600450
2010,50,4643804
2010,51,4508821
2010,52,4475280
2010,53,4446435
2010,54,4290989
2010,55,4247932
2010,56,4101798
2010,57,3939730
2010,58,3805224
2010,59,3684511
2010,60,3610918
2010,61,3535578
2010,62,3495162
2010,63,3650648
2010,64,2694884
2010,65,2683399
2010,66,2619994
2010,67,2692652
2010,68,2357699
2010,69,2161590
2010,70,2058313
2010,71,1957476
2010,72,1879542
2010,73,1750343
2010,74,1680364
2010,75,1626911
2010,76,1484184
2010,77,1446452
2010,78,1402127
2010,79,1353698
2010,80,1314427
2010,81,1214826
2010,82,1155643
2010,83,1082810
2010,84,982375
2010,85,5532756
