Year,Age,Population
2016,78,1578695
2016,79,1440053
2016,80,1358823
2016,81,1285298
2016,82,1135564
2016,83,1079467
2016,84,1008948
2016,85,6381541
2017,0,3893990
2017,1,3972711
2017,2,4020045
2017,3,4006946
2017,4,3997280
2017,5,4003452
2017,6,4048018
2017,7,4044139
2017,8,4042924
2017,9,4170813
2017,10,4190286
2017,11,4156294
2017,12,4143944
2017,13,4152873
2017,14,4124397
2017,15,4110669
2017,16,4217009
2017,17,4289557
2017,18,4233573
2017,19,4251581
2017,20,4275360
2017,21,4315898
2017,22,4418131
2017,23,4514274
2017,24,4587684
2017,25,4710716
2017,26,4797384
2017,27,4787295
2017,28,4597855
2017,29,4488599
2017,30,4410087
2017,31,4423653
2017,32,4453059
2017,33,4312003
2017,34,4372964
2017,35,4364794
2017,36,4310766
2017,37,4389011
2017,38,4113249
2017,39,4029771
2017,40,3984709
2017,41,3865099
2017,42,3980583
2017,43,3852948
2017,44,3907727
2017,45,4079440
2017,46,4307778
2017,47,4357854
2017,48,4126090
2017,49,4036772
2017,50,4036926
2017,51,4107385
2017,52,4350317
2017,53,4424746
2017,54,4415604
2017,55,4400200
2017,56,4448395
2017,57,4482366
2017,58,4324324
2017,59,4291790
2017,60,4236954
2017,61,4078596
2017,62,4038229
2017,63,3864657
2017,64,3710083
2017,65,3557852
2017,66,3441715
2017,67,3354577
2017,68,3242657
2017,69,3196430
2017,70,3318392
2017,71,2436899
2017,72,2391538
2017,73,2313358
2017,74,2351361
2017,75,2033951
2017,76,1842454
2017,77,1725054
2017,78,1604180
2017,79,1516532
2017,80,1377005
2017,81,1292742
2017,82,1215783
2017,83,1066792
2017,84,1006959
2017,85,6467173
2018,0,3815343
2018,1,3908830
2018,2,3987032
2018,3,4033038
2018,4,4018719
2018,5,4008443
2018,6,4014057
2018,7,4058370
2018,8,4054236
2018,9,4053179
2018,10,4181603
2018,11,4200646
2018,12,4166696
2018,13,4155076
2018,14,4164608
2018,15,4137711
2018,16,4125819
2018,17,4235741
2018,18,4312267
2018,19,4261187
2018,20,4276007
2018,21,4295702
2018,22,4337121
2018,23,4440115
2018,24,4535134
2018,25,4607054
2018,26,4729609
2018,27,4815241
2018,28,4803367
2018,29,4612603
2018,30,4501716
2018,31,4421515
2018,32,4433823
2018,33,4462173
2018,34,4319697
2018,35,4378050
2018,36,4367813
2018,37,4312249
2018,38,4389474
2018,39,4113132
2018,40,4028056
2018,41,3982436
2018,42,3862209
2018,43,3976086
2018,44,3847934
2018,45,3900676
2018,46,4070419
2018,47,4296937
2018,48,4345351
2018,49,4113058
2018,50,4021973
2018,51,4020290
2018,52,4089306
2018,53,4329416
2018,54,4401104
2018,55,4389360
2018,56,4372181
2018,57,4417988
2018,58,4449384
2018,59,4289648
2018,60,4254418
2018,61,4197460
2018,62,4038375
2018,63,3995632
2018,64,3820744
2018,65,3664838
2018,66,3511843
2018,67,3394794
2018,68,3305114
2018,69,3190630
2018,70,3141469
2018,71,3256743
2018,72,2387218
2018,73,2338843
2018,74,2257691
2018,75,2288885
2018,76,1974261
2018,77,1783292
2018,78,1664122
2018,79,1541515
2018,80,1450820
2018,81,1310691
2018,82,1223611
2018,83,1143041
2018,84,995618
2018,85,6544300
2019,0,3783052
2019,1,3829599
2019,2,3922044
2019,3,3998665
2019,4,4043323
2019,5,4028281
2019,6,4017227
2019,7,4022319
2019,8,4066194
2019,9,4061874
2019,10,4060940
2019,11,4189261
2019,12,4208387
2019,13,4175221
2019,14,4164459
2019,15,4175459
2019,16,4150420
2019,17,4142427
2019,18,4256366
2019,19,4337962
2019,20,4283612
2019,21,4294498
2019,22,4314671
2019,23,4356976
2019,24,4459176
2019,25,4552329
2019,26,4623673
2019,27,4745177
2019,28,4829082
2019,29,4815668
2019,30,4623240
2019,31,4510714
2019,32,4429373
2019,33,4440533
2019,34,4467220
2019,35,4322466
2019,36,4378853
2019,37,4367169
2019,38,4310848
2019,39,4386881
2019,40,4109263
2019,41,4023734
2019,42,3977689
2019,43,3856643
2019,44,3969563
2019,45,3839989
2019,46,3891240
2019,47,4059613
2019,48,4283964
2019,49,4330861
2019,50,4097416
2019,51,4005048
2019,52,4002340
2019,53,4069297
2019,54,4305958
2019,55,4374848
2019,56,4361247
2019,57,4342560
2019,58,4385692
2019,59,4413923
2019,60,4252693
2019,61,4215191
2019,62,4156649
2019,63,3996091
2019,64,3950584
2019,65,3774597
2019,66,3618069
2019,67,3464437
2019,68,3345475
2019,69,3252423
2019,70,3136704
2019,71,3083083
2019,72,3191048
2019,73,2334433
2019,74,2283164
2019,75,2198286
2019,76,2222392
2019,77,1911261
2019,78,1720817
2019,79,1599909
2019,80,1475278
2019,81,1381641
2019,82,1241341
2019,83,1151190
2019,84,1067757
2019,85,6604958
2020,0,3783630
2020,1,3797933
2020,2,3843655
2020,3,3934652
2020,4,4010032
2020,5,4054021
2020,6,4038332
2020,7,4026953
2020,8,4031684
2020,9,4075653
2020,10,4071686
2020,11,4070491
2020,12,4198825
2020,13,4218675
2020,14,4186233
2020,15,4177019
2020,16,4189878
2020,17,4168575
2020,18,4164598
2020,19,4283696
2020,20,4361867
2020,21,4303639
2020,22,4315242
2020,23,4336359
2020,24,4377728
2020,25,4478226
2020,26,4571065
2020,27,4641362
2020,28,4761022
2020,29,4843213
2020,30,4827981
2020,31,4634081
2020,32,4520432
2020,33,4438117
2020,34,4447567
2020,35,4471765
2020,36,4325214
2020,37,4379940
2020,38,4367453
2020,39,4310059
2020,40,4384237
2020,41,4106519
2020,42,4020373
2020,43,3973161
2020,44,3851596
2020,45,3962505
2020,46,3831890
2020,47,3882054
2020,48,4048459
2020,49,4270760
2020,50,4315480
2020,51,4081175
2020,52,3988165
2020,53,3983848
2020,54,4048344
2020,55,4281341
2020,56,4348066
2020,57,4332898
2020,58,4311979
2020,59,4352011
2020,60,4377076
2020,61,4214673
2020,62,4175436
2020,63,4114648
2020,64,3952236
2020,65,3904251
2020,66,3727870
2020,67,3570767
2020,68,3415253
2020,69,3293792
2020,70,3198910
2020,71,3080259
2020,72,3021722
2020,73,3123347
2020,74,2279642
2020,75,2224779
2020,76,2135798
2020,77,2153330
2020,78,1845711
2020,79,1655839
2020,80,1532939
2020,81,1406460
2020,82,1310312
2020,83,1169468
2020,84,1076994
2020,85,6739054
