Year,Age,Population
1985,4,3568493
1985,5,3517699
1985,6,3398444
1985,7,3333327
1985,8,3197941
1985,9,3217446
1985,10,3305864
1985,11,3186466
1985,12,3261127
1985,13,3474591
1985,14,3799385
1985,15,3757404
1985,16,3682274
1985,17,3650207
1985,18,3686113
1985,19,3986680
1985,20,4185204
1985,21,4275926
1985,22,4256208
1985,23,4302391
1985,24,4458757
1985,25,4388254
1985,26,4380214
1985,27,4420402
1985,28,4206422
1985,29,4409089
1985,30,4274088
1985,31,4084776
1985,32,3995431
1985,33,3859553
1985,34,3888076
1985,35,3709043
1985,36,3636249
1985,37,3636333
1985,38,3730694
1985,39,2945361
1985,40,2942688
1985,41,2878030
1985,42,3035247
1985,43,2680771
1985,44,2572171
1985,45,2414527
1985,46,2381555
1985,47,2380389
1985,48,2153840
1985,49,2281503
1985,50,2243588
1985,51,2097070
1985,52,2086487
1985,53,2164260
1985,54,2263510
1985,55,2231696
1985,56,2249138
1985,57,2326458
1985,58,2181627
1985,59,2239982
1985,60,2267529
1985,61,2212171
1985,62,2108166
1985,63,2168966
1985,64,2149675
1985,65,2016182
1985,66,1910786
1985,67,1907431
1985,68,1778854
1985,69,1729952
1985,70,1645464
1985,71,1586941
1985,72,1495777
1985,73,1417396
1985,74,1369877
1985,75,1282255
1985,76,1181582
1985,77,1100951
1985,78,1012298
1985,79,933775
1985,80,830145
1985,81,742609
1985,82,662174
1985,83,602105
1985,84,542353
1985,85,2667272
1986,0,3699552
1986,1,3587714
1986,2,3487636
1986,3,3578320
1986,4,3609279
1986,5,3568272
1986,6,3517951
1986,7,3430419
1986,8,3212175
1986,9,3369581
1986,10,3253109
1986,11,3259800
1986,12,3181455
1986,13,3285552
1986,14,3494318
1986,15,3831207
1986,16,3769121
1986,17,3730292
1986,18,3622712
1986,19,3902015
1986,20,3982310
1986,21,4126882
1986,22,4208493
1986,23,4242601
1986,24,4381964
1986,25,4451797
1986,26,4368587
1986,27,4413667
1986,28,4212896
1986,29,4571176
1986,30,4335756
1986,31,4171462
1986,32,4098427
1986,33,3961231
1986,34,3984829
1986,35,3847722
1986,36,3643106
1986,37,3662446
1986,38,3473607
1986,39,4036310
1986,40,2907637
1986,41,2860811
1986,42,2885832
1986,43,3024533
1986,44,2738757
1986,45,2526956
1986,46,2396965
1986,47,2404476
1986,48,2247188
1986,49,2307839
1986,50,2246661
1986,51,2165999
1986,52,2084449
1986,53,2097832
1986,54,2187347
1986,55,2194673
1986,56,2232184
1986,57,2268961
1986,58,2189784
1986,59,2249659
1986,60,2200022
1986,61,2205903
1986,62,2155021
1986,63,2107009
1986,64,2190911
1986,65,2097027
1986,66,1954564
1986,67,1897611
1986,68,1817364
1986,69,1777356
1986,70,1654637
1986,71,1597134
1986,72,1505523
1986,73,1438053
1986,74,1397990
1986,75,1312600
1986,76,1209773
1986,77,1128442
1986,78,1035265
1986,79,959601
1986,80,854281
1986,81,767368
1986,82,687254
1986,83,616432
1986,84,557274
1986,85,2742048
1987,0,3703278
1987,1,3615305
1987,2,3601784
1987,3,3508776
1987,4,3623062
1987,5,3610115
1987,6,3567922
1987,7,3545782
1987,8,3304508
1987,9,3401931
1987,10,3404520
1987,11,3206778
1987,12,3254287
1987,13,3206241
1987,14,3305020
1987,15,3525419
1987,16,3844664
1987,17,3827011
1987,18,3703351
1987,19,3840099
1987,20,3896736
1987,21,3927991
1987,22,4053632
1987,23,4186424
1987,24,4320555
1987,25,4366749
1987,26,4428745
1987,27,4397208
1987,28,4199024
1987,29,4589824
1987,30,4488031
1987,31,4229314
1987,32,4182357
1987,33,4065450
1987,34,4092771
1987,35,3943710
1987,36,3775537
1987,37,3673119
1987,38,3486529
1987,39,3790482
1987,40,3959484
1987,41,2831558
1987,42,2867939
1987,43,2871225
1987,44,3099327
1987,45,2691522
1987,46,2496293
1987,47,2419353
1987,48,2270730
1987,49,2422094
1987,50,2266270
1987,51,2167228
1987,52,2152767
1987,53,2095779
1987,54,2120834
1987,55,2119786
1987,56,2200361
1987,57,2249066
1987,58,2129218
1987,59,2269885
1987,60,2203498
1987,61,2138748
1987,62,2157660
1987,63,2153494
1987,64,2129207
1987,65,2130782
1987,66,2037113
1987,67,1943674
1987,68,1803624
1987,69,1820003
1987,70,1702478
1987,71,1607191
1987,72,1508952
1987,73,1453150
1987,74,1419713
1987,75,1342092
1987,76,1237138
1987,77,1157767
1987,78,1061552
1987,79,983524
1987,80,878562
1987,81,793511
1987,82,713753
1987,83,638110
1987,84,570447
1987,85,2823030
1988,0,3756531
1988,1,3627905
1988,2,3635067
1988,3,3619632
1988,4,3556285
1988,5,3626544
1988,6,3610681
1988,7,3591759
1988,8,3415937
1988,9,3514381
1988,10,3430270
1988,11,3353946
1988,12,3203941
1988,13,3280781
1988,14,3227299
1988,15,3337171
1988,16,3543198
1988,17,3915762
1988,18,3802828
1988,19,3935746
1988,20,3840194
1988,21,3848504
1988,22,3855239
1988,23,4032982
1988,24,4268927
1988,25,4300790
1988,26,4347363
1988,27,4456309
1988,28,4176289
1988,29,4587662
1988,30,4495507
1988,31,4376375
1988,32,4239668
1988,33,4153362
1988,34,4204628
1988,35,4053481
1988,36,3868606
1988,37,3808934
1988,38,3484538
1988,39,3830331
1988,40,3705263
1988,41,3863890
1988,42,2840526
1988,43,2850499
1988,44,2951448
1988,45,3044964
1988,46,2647354
1988,47,2518516
1988,48,2286859
1988,49,2463199
1988,50,2371372
1988,51,2185666
1988,52,2153669
1988,53,2164330
1988,54,2120918
1988,55,2054489
1988,56,2129994
1988,57,2215180
1988,58,2104201
1988,59,2218810
1988,60,2215868
1988,61,2141822
1988,62,2101103
1988,63,2155571
1988,64,2176943
1988,65,2065199
1988,66,2072972
1988,67,2029460
1988,68,1841906
1988,69,1811648
1988,70,1742603
1988,71,1654847
1988,72,1511993
1988,73,1461094
1988,74,1434583
1988,75,1363691
1988,76,1261725
1988,77,1184851
1988,78,1088053
1988,79,1009564
1988,80,898712
1988,81,817803
1988,82,739577
1988,83,658713
1988,84,589353
1988,85,2885260
1989,0,3858426
1989,1,3684924
1989,2,3650190
1989,3,3645954
1989,4,3668564
1989,5,3559366
1989,6,3625414
1989,7,3628223
1989,8,3456623
1989,9,3647167
1989,10,3538746
1989,11,3377306
1989,12,3349611
1989,13,3230151
1989,14,3301022
1989,15,3258534
1989,16,3356248
1989,17,3619825
1989,18,3888696
1989,19,4048447
1989,20,3937836
1989,21,3794124
1989,22,3767214
1989,23,3828950
1989,24,4113629
1989,25,4238435
1989,26,4280131
1989,27,4370102
1989,28,4223847
1989,29,4577464
1989,30,4483068
1989,31,4381864
1989,32,4382334
1989,33,4212396
1989,34,4298707
1989,35,4166343
1989,36,3973328
1989,37,3906096
1989,38,3605076
1989,39,3858524
1989,40,3732928
1989,41,3624300
1989,42,3870935
1989,43,2820898
1989,44,2935876
1989,45,2900498
1989,46,2980555
1989,47,2669941
1989,48,2383245
1989,49,2493477
1989,50,2402169
1989,51,2285172
1989,52,2169967
1989,53,2165698
1989,54,2190094
1989,55,2053662
1989,56,2068942
1989,57,2141646
1989,58,2065881
1989,59,2203861
1989,60,2160376
1989,61,2154002
1989,62,2113458
1989,63,2099351
1989,64,2180104
1989,65,2105443
1989,66,2013438
1989,67,2069115
1989,68,1919095
1989,69,1855145
1989,70,1736228
1989,71,1696340
1989,72,1552937
1989,73,1471461
1989,74,1444900
1989,75,1381046
1989,76,1280773
1989,77,1211500
1989,78,1115075
1989,79,1038870
1989,80,924401
1989,81,840878
1989,82,766555
1989,83,681040
1989,84,609772
1989,85,2967744
